symbol,buy_date,exdividenddate,earningsdate,payoutdate,shortname,dividendrate,previousclose,currentprice,dividendyield,payoutratio,quotetype,dividend,message,hist,insight
ATR,2025-02-04,2025-02-05,2025-05-01,2025-02-26,"AptarGroup, Inc.",1.8,148.4,149.1,1.2,31.1,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"ATR started paying dividends 33 years ago, and dividends have been growing for 22 years. Dividend Growth Rate for the last 5 years is 4.56%."
WWD,2025-02-19,2025-02-20,2025-04-28,2025-03-06,"Woodward, Inc.",1.1,182.5,187.1,0.6,16.8,EQUITY,0.3,Payout Ratio falls within the low risk (<35%).,Reflecting a 10.71% increase.,"WWD started paying dividends 32 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 28.15%."
BWXT,2025-03-10,2025-03-11,2025-05-05,2025-03-28,"BWX Technologies, Inc.",1.0,98.7,100.5,1.0,31.3,EQUITY,0.2,Payout Ratio falls within the low risk (<35%).,Reflecting a 4.00% increase.,"BWXT started paying dividends 14 years ago, and dividends have been growing for 10 years. Dividend Growth Rate for the last 5 years is 5.64%."
EDU,2024-09-08,2024-09-09,2025-04-23,2024-09-26,New Oriental Education & Techno,0.0,47.8,47.9,0.0,0.0,EQUITY,0.6,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,EDU has just started to pay dividends.
IPG,2025-03-02,2025-03-03,2025-04-22,2025-03-17,"Interpublic Group of Companies,",1.3,27.2,26.1,5.0,72.1,EQUITY,0.3,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"IPG started paying dividends 31 years ago, and dividends have been growing for 14 years. Dividend Growth Rate for the last 5 years is 5.29%."
RRX,2025-03-30,2025-03-31,2025-05-05,2025-04-14,Regal Rexnord Corporation,1.4,113.8,114.7,1.2,47.6,EQUITY,0.3,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"RRX started paying dividends 37 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 1.48%."
DTM,2025-03-16,2025-03-17,2025-04-29,2025-04-15,"DT Midstream, Inc.",3.3,96.5,98.1,3.3,81.7,EQUITY,0.8,Payout Ratio falls within the high risk (>75%).,Reflecting a 10.37% increase.,"DTM started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 8.12%."
SEIC,2024-12-26,2024-12-27,2025-04-22,2025-01-08,SEI Investments Company,1.0,77.6,77.3,1.3,21.5,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,Reflecting a 6.12% increase.,SEIC has just started to pay dividends.
EVR,2025-02-27,2025-02-28,2025-04-22,2025-03-14,Evercore Inc.,3.2,199.7,200.4,1.6,34.8,EQUITY,0.8,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"EVR started paying dividends 19 years ago, and dividends have been growing for 18 years. Dividend Growth Rate for the last 5 years is 6.64%."
LECO,2025-03-30,2025-03-31,2025-04-23,2025-04-15,"Lincoln Electric Holdings, Inc.",3.0,189.2,192.2,1.6,35.3,EQUITY,0.8,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"LECO started paying dividends 31 years ago, and dividends have been growing for 30 years. Dividend Growth Rate for the last 5 years is 8.89%."
VDMCY,2024-11-28,2024-11-29,2025-05-19,2024-12-09,Vodacom Group Ltd.,0.3,7.0,7.0,4.5,79.9,EQUITY,0.2,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,VDMCY has just started to pay dividends.
BEN,2025-03-30,2025-03-31,2025-04-28,2025-04-11,"Franklin Resources, Inc.",1.3,19.2,19.3,6.6,195.3,EQUITY,0.3,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"BEN started paying dividends 41 years ago, and dividends have been growing for 7 years. Dividend Growth Rate for the last 5 years is 3.46%."
NLY,2025-03-30,2025-03-31,2025-04-22,2025-04-30,Annaly Capital Management Inc.,2.8,20.3,20.1,13.9,160.5,EQUITY,0.7,Payout Ratio falls within the high risk (>75%).,Reflecting a 7.14% increase.,"NLY started paying dividends 29 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 3.77%."
OHI,2025-02-09,2025-02-10,2025-04-30,2025-02-18,"Omega Healthcare Investors, Inc",2.7,38.1,38.1,7.0,172.9,EQUITY,0.7,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"OHI started paying dividends 32 years ago, but there is no recorded dividend growth in the last 5 years."
FHN,2025-03-13,2025-03-14,2025-04-16,2025-04-01,First Horizon Corporation,0.6,19.4,19.1,3.1,44.1,EQUITY,0.1,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"FHN started paying dividends 38 years ago, but there is no recorded dividend growth in the last 5 years."
PSO,2025-03-20,2025-03-21,2025-02-28,2025-05-16,"Pearson, Plc",0.3,16.0,16.1,1.9,36.2,EQUITY,0.2,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 54.55% increase.,"PSO started paying dividends 25 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 120.00%."
BG,2025-02-17,2025-02-18,2025-04-22,2025-03-04,Bunge Limited,2.7,76.4,77.8,3.5,33.8,EQUITY,0.7,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"BG started paying dividends 24 years ago, and dividends have been growing for 23 years. Dividend Growth Rate for the last 5 years is 6.34%."
TTEK,2025-02-11,2025-02-12,2025-04-29,2025-02-26,N/A,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,TTEK has never paid dividends.
GGAL,2024-08-18,2024-08-19,2025-02-28,2024-08-26,Grupo Financiero Galicia S.A.,2.6,54.5,55.2,4.8,21.6,EQUITY,0.7,Payout Ratio falls within the low risk (<35%).,Reflecting a 9.38% increase.,GGAL has just started to pay dividends.
SNN,2025-03-27,2025-03-28,2025-02-25,2025-05-28,"Smith & Nephew SNATS, Inc.",0.8,28.4,28.2,2.7,79.8,EQUITY,0.5,Payout Ratio falls within the high risk (>75%).,Reflecting a 37.66% increase.,"SNN started paying dividends 26 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 60.42%."
ALLY,2025-01-30,2025-01-31,2025-04-17,2025-02-14,Ally Financial Inc.,1.2,36.5,36.7,3.3,66.7,EQUITY,0.3,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"ALLY started paying dividends 10 years ago, and dividends have been growing for 9 years. Dividend Growth Rate for the last 5 years is 9.57%."
AIZ,2025-02-02,2025-02-03,2025-05-05,2025-03-31,"Assurant, Inc.",3.2,209.8,211.6,1.5,20.5,EQUITY,0.8,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"AIZ started paying dividends 22 years ago, and dividends have been growing for 21 years. Dividend Growth Rate for the last 5 years is 4.89%."
EMRAF,2025-01-30,2025-01-31,2025-05-12,2024-11-15,Emera Inc.,2.0,0.0,42.5,4.8,168.3,EQUITY,0.5,Payout Ratio falls within the high risk (>75%).,Reflecting a -3.27% cut.,EMRAF has just started to pay dividends.
OVV,2025-03-13,2025-03-14,2025-05-06,2025-03-31,Ovintiv Inc. (DE),1.2,42.8,43.9,2.7,28.5,EQUITY,0.3,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"OVV started paying dividends 24 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 26.12%."
SF,2025-03-02,2025-03-03,2025-04-22,2025-03-17,Stifel Financial Corporation,1.8,94.3,94.8,1.9,26.9,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,Reflecting a 8.70% increase.,"SF started paying dividends 20 years ago, and dividends have been growing for 8 years. Dividend Growth Rate for the last 5 years is 32.34%."
WPP,2025-06-05,2025-06-06,2025-02-27,2025-07-07,WPP plc,1.2,38.0,36.2,3.4,79.4,EQUITY,1.0,Payout Ratio falls within the high risk (>75%).,Reflecting a -61.43% cut.,WPP has just started to pay dividends.
BCH,2025-03-20,2025-03-21,2025-04-29,2025-04-03,Banco De Chile,2.1,26.5,26.7,7.9,67.1,EQUITY,2.1,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 19.58% increase.,"BCH started paying dividends 22 years ago, but there is no recorded dividend growth in the last 1 years."
SCI,2025-03-13,2025-03-14,2025-04-29,2025-03-31,Service Corporation Internation,1.3,80.2,80.9,1.6,34.0,EQUITY,0.3,Payout Ratio falls within the low risk (<35%).,Reflecting a 6.25% increase.,"SCI started paying dividends 34 years ago, and dividends have been growing for 20 years. Dividend Growth Rate for the last 5 years is 10.99%."
YMM,2025-04-06,2025-04-07,2025-05-19,2025-04-17,Full Truck Alliance Co. Ltd.,0.2,12.8,12.8,1.5,34.2,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,YMM has just started to pay dividends.
ALLE,2025-03-13,2025-03-14,2025-04-23,2025-03-31,Allegion plc,2.0,130.5,131.0,1.6,28.1,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,Reflecting a 5.88% increase.,"ALLE started paying dividends 12 years ago, and dividends have been growing for 11 years. Dividend Growth Rate for the last 5 years is 9.77%."
AFG,2025-03-16,2025-03-17,2025-04-29,2025-03-28,"American Financial Group, Inc.",3.2,131.3,132.1,2.4,27.7,EQUITY,2.0,Payout Ratio falls within the low risk (<35%).,Reflecting a 60.00% increase.,AFG has just started to pay dividends.
TFII,2025-03-30,2025-03-31,2025-04-23,2025-04-15,TFI International Inc.,1.8,77.5,77.3,2.3,33.3,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"TFII started paying dividends 13 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 18.82%."
TAP,2025-02-26,2025-02-27,2025-04-28,2025-03-14,Molson Coors Beverage Company,1.9,60.9,61.2,3.1,32.9,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,Reflecting a 6.38% increase.,"TAP started paying dividends 38 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 8.43%."
POAHY,2024-06-12,2024-06-13,2025-05-14,2024-07-01,Porsche Automobile Holding SE,0.3,3.7,3.7,7.5,20.5,EQUITY,0.3,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,POAHY has just started to pay dividends.
ACI,2025-01-23,2025-01-24,2025-04-15,2025-02-07,"Albertsons Companies, Inc.",0.6,22.0,22.4,2.7,27.0,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,Reflecting a 20.00% increase.,"ACI started paying dividends 6 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 7.72%."
COKE,2025-01-23,2025-01-24,2025-05-05,2025-02-07,"Coca-Cola Consolidated, Inc.",10.0,1350.0,1388.8,0.7,5.7,EQUITY,2.5,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"COKE started paying dividends 39 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 400.00%."
NVT,2025-04-24,2025-04-25,2025-05-01,2025-05-09,nVent Electric plc,0.8,52.4,53.2,1.5,53.1,EQUITY,0.2,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 5.00% increase.,"NVT started paying dividends 8 years ago, and dividends have been growing for 7 years. Dividend Growth Rate for the last 5 years is 2.71%."
ESLT,2025-04-21,2025-04-22,2025-05-26,2025-05-05,Elbit Systems Ltd.,2.4,383.7,387.4,0.6,27.9,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,ESLT has just started to pay dividends.
ITT,2025-03-05,2025-03-06,2025-04-30,2025-03-31,ITT Inc.,1.4,129.2,131.2,1.1,20.2,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,Reflecting a 9.12% increase.,"ITT started paying dividends 30 years ago, and dividends have been growing for 29 years. Dividend Growth Rate for the last 5 years is 15.74%."
PAYC,2025-03-09,2025-03-10,2025-04-29,2025-03-24,"Paycom Software, Inc.",1.5,218.5,220.9,0.7,16.8,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"PAYC started paying dividends 3 years ago, but there is no recorded dividend growth in the last 2 years."
NNGRY,2025-05-19,2025-05-20,2025-02-20,2024-09-11,NN Group NV,1.8,27.7,27.7,6.7,59.9,EQUITY,0.7,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a -57.77% cut.,NNGRY has just started to pay dividends.
TECH,2025-02-13,2025-02-14,2025-04-29,2025-02-28,Bio-Techne Corp,0.3,58.6,57.4,0.6,32.6,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"TECH started paying dividends 18 years ago, but there is no recorded dividend growth in the last 5 years."
UHS,2025-03-02,2025-03-03,2025-04-22,2025-03-17,"Universal Health Services, Inc.",0.8,187.9,187.8,0.4,4.8,EQUITY,0.2,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"UHS started paying dividends 24 years ago, but there is no recorded dividend growth in the last 5 years."
PRMB,2025-03-06,2025-03-07,2025-02-20,2025-03-24,Primo Brands Corporation,0.4,35.5,35.2,1.1,0.0,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,Reflecting a 10.00% increase.,"PRMB started paying dividends 21 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 11.11%."
NDSN,2025-03-19,2025-03-20,2025-05-19,2025-04-03,Nordson Corporation,3.1,201.7,200.9,1.6,37.1,EQUITY,0.8,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"NDSN started paying dividends 40 years ago, and dividends have been growing for 39 years. Dividend Growth Rate for the last 5 years is 15.47%."
MGA,2025-02-27,2025-02-28,2025-05-01,2025-03-14,"Magna International, Inc.",1.9,34.0,34.2,5.7,54.0,EQUITY,0.5,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,MGA has just started to pay dividends.
SJM,2025-02-13,2025-02-14,2025-06-04,2025-03-03,The J.M. Smucker Company,4.3,118.4,118.5,3.6,86.1,EQUITY,1.1,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"SJM started paying dividends 26 years ago, and dividends have been growing for 17 years. Dividend Growth Rate for the last 5 years is 4.18%."
WPC,2025-03-30,2025-03-31,2025-04-28,2025-04-15,W. P. Carey Inc. REIT,3.6,63.1,63.0,5.7,167.0,EQUITY,0.9,Payout Ratio falls within the high risk (>75%).,Reflecting a 1.12% increase.,"WPC started paying dividends 28 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is -7.80%."
HLI,2025-03-02,2025-03-03,2025-05-06,2025-03-15,"Houlihan Lokey, Inc.",2.3,161.5,164.1,1.4,43.2,EQUITY,0.6,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"HLI started paying dividends 11 years ago, and dividends have been growing for 10 years. Dividend Growth Rate for the last 5 years is 12.95%."
KGC,2025-03-04,2025-03-05,2025-05-06,2025-03-20,Kinross Gold Corporation,0.1,12.6,12.6,0.9,15.6,EQUITY,0.0,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,KGC has just started to pay dividends.
AU,2025-03-13,2025-03-14,2025-02-19,2025-03-28,AngloGold Ashanti PLC,1.4,37.1,37.5,3.7,17.6,EQUITY,0.7,Payout Ratio falls within the low risk (<35%).,Reflecting a 68.12% increase.,"AU started paying dividends 24 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 331.84%."
PR,2025-03-16,2025-03-17,2025-05-05,2025-03-31,Permian Resources Corporation,0.6,13.8,13.8,4.3,49.0,EQUITY,0.1,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"PR started paying dividends 4 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is -25.00%."
EBR,2024-12-29,2024-12-30,2025-05-06,2025-01-21,Centrais Electricas Brasileiras,0.2,7.1,7.2,3.1,28.4,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,EBR has just started to pay dividends.
PAA,2025-01-30,2025-01-31,2025-05-01,2025-02-14,"Plains All American Pipeline, L",1.5,20.0,20.1,7.5,174.0,EQUITY,0.4,Payout Ratio falls within the high risk (>75%).,Reflecting a 16.32% increase.,"PAA started paying dividends 27 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 16.12%."
TXRH,2025-03-17,2025-03-18,2025-04-30,2025-04-01,"Texas Roadhouse, Inc.",2.7,166.6,168.9,1.6,37.7,EQUITY,0.7,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 10.29% increase.,"TXRH started paying dividends 15 years ago, and dividends have been growing for 14 years. Dividend Growth Rate for the last 5 years is 11.20%."
VIV,2025-03-24,2025-03-25,2025-05-12,2022-10-25,Telefonica Brasil S.A.,0.5,8.7,9.1,5.8,80.3,EQUITY,0.0,Payout Ratio falls within the high risk (>75%).,Reflecting a -104.55% cut.,VIV has just started to pay dividends.
CHRW,2025-03-06,2025-03-07,2025-04-29,2025-04-01,"C.H. Robinson Worldwide, Inc.",2.5,102.4,102.8,2.4,63.7,EQUITY,0.6,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"CHRW started paying dividends 29 years ago, and dividends have been growing for 28 years. Dividend Growth Rate for the last 5 years is 3.98%."
HST,2025-03-30,2025-03-31,2025-04-30,2025-04-15,"Host Hotels & Resorts, Inc.",0.8,14.2,14.4,5.5,80.8,EQUITY,0.2,Payout Ratio falls within the high risk (>75%).,Reflecting a -50.00% cut.,HST has just started to pay dividends.
CPT,2025-03-30,2025-03-31,2025-04-30,2025-04-17,Camden Property Trust,4.2,122.3,121.9,3.4,274.7,EQUITY,1.1,Payout Ratio falls within the high risk (>75%).,Reflecting a 1.90% increase.,"CPT started paying dividends 33 years ago, and dividends have been growing for 9 years. Dividend Growth Rate for the last 5 years is 4.81%."
SWK,2025-03-03,2025-03-04,2025-04-30,2025-03-18,"Stanley Black & Decker, Inc.",3.3,76.9,76.1,4.3,172.5,EQUITY,0.8,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"SWK started paying dividends 41 years ago, and dividends have been growing for 37 years. Dividend Growth Rate for the last 5 years is 3.51%."
CPB,2025-04-02,2025-04-03,2025-06-03,2025-04-28,The Campbell's Company,1.6,39.9,39.9,3.9,86.7,EQUITY,0.4,Payout Ratio falls within the high risk (>75%).,Reflecting a 5.13% increase.,"CPB started paying dividends 42 years ago, and dividends have been growing for 12 years. Dividend Growth Rate for the last 5 years is 2.19%."
LAMR,2025-03-13,2025-03-14,2025-04-30,2025-03-28,Lamar Advertising Company,6.2,113.8,113.4,5.5,153.4,EQUITY,1.6,Payout Ratio falls within the high risk (>75%).,Reflecting a -6.45% cut.,LAMR has just started to pay dividends.
JNPR,2025-03-02,2025-03-03,2025-04-23,2025-03-24,"Juniper Networks, Inc.",0.9,36.2,36.1,2.4,102.3,EQUITY,0.2,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"JNPR started paying dividends 12 years ago, and dividends have been growing for 11 years. Dividend Growth Rate for the last 5 years is 1.92%."
RTO,2025-04-03,2025-04-04,2025-03-06,2025-05-15,Rentokil Initial plc,0.6,22.9,23.0,2.5,74.9,EQUITY,0.2,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a -86.21% cut.,RTO has just started to pay dividends.
GFI,2025-03-13,2025-03-14,2025-05-05,2025-03-27,Gold Fields Limited,0.5,22.1,22.8,2.4,28.1,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,Reflecting a 54.93% increase.,"GFI started paying dividends 39 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 121.89%."
TOL,2025-04-10,2025-04-11,2025-05-19,2025-04-25,"Toll Brothers, Inc.",1.0,105.6,105.3,0.9,6.3,EQUITY,0.2,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"TOL started paying dividends 9 years ago, and dividends have been growing for 8 years. Dividend Growth Rate for the last 5 years is 15.90%."
LOGI,2024-09-22,2024-09-23,2025-01-28,2024-09-25,Logitech International S.A. - R,1.4,84.4,85.0,1.6,32.4,EQUITY,1.4,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,LOGI has just started to pay dividends.
JKHY,2025-03-05,2025-03-06,2025-05-05,2025-03-25,"Jack Henry & Associates, Inc.",2.3,182.6,184.0,1.3,39.6,EQUITY,0.6,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 5.17% increase.,"JKHY started paying dividends 35 years ago, and dividends have been growing for 34 years. Dividend Growth Rate for the last 5 years is 6.17%."
POOL,2025-03-11,2025-03-12,2025-04-23,2025-03-26,Pool Corporation,4.8,318.4,318.1,1.5,41.6,EQUITY,1.2,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"POOL started paying dividends 22 years ago, and dividends have been growing for 21 years. Dividend Growth Rate for the last 5 years is 15.65%."
CNA,2025-02-23,2025-02-24,2025-05-05,2025-03-13,CNA Financial Corporation,1.8,50.8,50.9,3.6,50.0,EQUITY,2.5,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 82.11% increase.,"CNA started paying dividends 17 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 459.09%."
RNR,2025-03-13,2025-03-14,2025-04-23,2025-03-31,RenaissanceRe Holdings Ltd.,1.6,240.0,245.0,0.7,4.4,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,Reflecting a 2.50% increase.,"RNR started paying dividends 30 years ago, and dividends have been growing for 29 years. Dividend Growth Rate for the last 5 years is 2.71%."
EWBC,2025-02-02,2025-02-03,2025-04-22,2025-02-17,"East West Bancorp, Inc.",2.4,89.8,88.7,2.7,26.4,EQUITY,0.6,Payout Ratio falls within the low risk (<35%).,Reflecting a 8.33% increase.,"EWBC started paying dividends 27 years ago, and dividends have been growing for 16 years. Dividend Growth Rate for the last 5 years is 16.89%."
RDY,2024-07-29,2024-07-30,2025-01-23,2024-08-12,Dr. Reddy's Laboratories Ltd,0.1,13.2,13.2,0.7,12.4,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,RDY has just started to pay dividends.
GLPI,2025-03-13,2025-03-14,2025-04-24,2025-03-28,"Gaming and Leisure Properties, ",3.0,50.9,50.8,6.0,105.9,EQUITY,0.8,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"GLPI started paying dividends 12 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 2.74%."
OMVKY,2024-06-05,2024-06-06,2025-04-30,2024-06-17,OMV AG,0.8,12.8,12.8,6.2,68.8,EQUITY,1.4,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,OMVKY has just started to pay dividends.
BXP,2025-03-30,2025-03-31,2025-04-28,2025-04-30,"BXP, Inc.",3.9,67.2,67.0,5.8,4355.6,EQUITY,1.0,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"BXP started paying dividends 29 years ago, but there is no recorded dividend growth in the last 5 years."
JBAXY,2025-04-14,2025-04-15,2025-02-03,2024-05-01,Julius Baer Group Ltd.,0.6,13.8,13.6,4.2,52.1,EQUITY,0.6,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,JBAXY has just started to pay dividends.
JBSAY,2024-11-25,2024-11-26,2025-05-13,2025-01-27,JBS S.A.,1.1,14.3,14.6,7.3,66.4,EQUITY,0.7,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,JBSAY has just started to pay dividends.
CW,2025-03-26,2025-03-27,2025-04-29,2025-04-14,Curtiss-Wright Corporation,0.8,317.3,322.5,0.3,7.9,EQUITY,0.2,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"CW started paying dividends 39 years ago, and dividends have been growing for 35 years. Dividend Growth Rate for the last 5 years is 4.32%."
CAG,2025-01-26,2025-01-27,2025-04-03,2025-02-27,"ConAgra Brands, Inc.",1.4,26.7,26.6,5.3,135.9,EQUITY,0.3,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"CAG started paying dividends 41 years ago, and dividends have been growing for 19 years. Dividend Growth Rate for the last 5 years is 10.44%."
FTI,2025-03-17,2025-03-18,2025-04-24,2025-04-02,TechnipFMC plc,0.2,31.7,32.2,0.6,10.5,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"FTI started paying dividends 8 years ago, but there is no recorded dividend growth in the last 2 years."
REG,2025-03-11,2025-03-12,2025-04-30,2025-04-02,Regency Centers Corporation,2.8,73.8,73.6,3.8,128.7,EQUITY,0.7,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"REG started paying dividends 32 years ago, and dividends have been growing for 16 years. Dividend Growth Rate for the last 5 years is 3.45%."
PKX,2024-09-29,2024-09-30,2025-04-23,2024-11-29,POSCO Holdings Inc.,1.8,47.5,47.4,3.8,60.1,EQUITY,0.5,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 1.06% increase.,PKX has just started to pay dividends.
UNM,2025-01-23,2025-01-24,2025-04-29,2025-02-14,Unum Group,1.7,81.5,82.0,2.0,16.6,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"UNM started paying dividends 39 years ago, and dividends have been growing for 22 years. Dividend Growth Rate for the last 5 years is 8.06%."
AMCR,2025-02-25,2025-02-26,2025-04-28,2025-03-18,Amcor plc,0.5,9.7,9.8,5.2,91.2,EQUITY,0.1,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"AMCR started paying dividends 12 years ago, and dividends have been growing for 6 years. Dividend Growth Rate for the last 5 years is 2.17%."
BZLFY,2025-05-22,2025-05-23,2025-03-03,2025-01-10,Bunzl plc,0.5,18.9,18.9,2.5,46.6,EQUITY,0.1,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a -142.75% cut.,BZLFY has just started to pay dividends.
ELS,2025-03-27,2025-03-28,2025-04-21,2025-04-11,"Equity Lifestyle Properties, In",2.1,66.7,66.6,3.1,97.5,EQUITY,0.5,Payout Ratio falls within the high risk (>75%).,Reflecting a 7.18% increase.,"ELS started paying dividends 33 years ago, and dividends have been growing for 6 years. Dividend Growth Rate for the last 5 years is 8.47%."
FMS,2024-05-16,2024-05-17,2025-05-06,2024-06-03,Fresenius Medical Care AG,0.6,24.9,24.7,2.6,64.9,EQUITY,0.6,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,FMS has just started to pay dividends.
EDPFY,2024-05-05,2024-05-06,2025-05-09,2024-05-23,EDP Energias de Portugal SA,2.1,34.5,33.8,6.2,75.4,EQUITY,2.1,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,EDPFY has just started to pay dividends.
RVTY,2025-04-16,2025-04-17,2025-04-28,2025-05-09,"Revvity, Inc.",0.3,105.8,104.3,0.3,12.2,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"RVTY started paying dividends 43 years ago, but there is no recorded dividend growth in the last 5 years."
TXT,2025-03-13,2025-03-14,2025-04-24,2025-04-01,Textron Inc.,0.1,72.2,72.2,0.1,1.8,EQUITY,0.0,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"TXT started paying dividends 43 years ago, but there is no recorded dividend growth in the last 5 years."
CNH,2025-05-20,2025-05-21,2025-05-05,2025-05-30,CNH Industrial N.V.,0.2,12.3,12.5,2.0,47.5,EQUITY,0.5,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,CNH has just started to pay dividends.
