Symbol|shortName|dividendRate|previousClose|currentPrice|dividendYield|payoutRatio|quoteType|lastDividendValue|date|message|ExDividendDate|DividendDate|Earnings Date|payoutdate|buy_date|hist|insight|symbol|dividend|Ex-Dividend Date|Dividend Date
| Logan Ridge Finance Corporation |1.44|21.8|21.91|6.57|0.0|EQUITY||2025-03-24| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-06|2025-03-31|2025-03-23| This is line with previous dividend. |  LRFC first paid dividend 11 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 27.92% |LRFC|0.36|2025-03-24|2025-03-30
| MFS Investment Grade Municipal  |0.32|7.8693|7.86|4.02|34.89|EQUITY||2025-03-18| Payout Ratio falls within the  low risk  range (<35%). |||||| This is line with previous dividend. |  CXH first paid dividend 37 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 10.34% |CXH|0.028||
| Capital Properties  Inc. |0.28|0.0|9.56|2.93|80.0|EQUITY||2025-02-07| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | CPTP dividend growth is zero. |CPTP|0.07||
| Juniata Valley Financial Corp. |0.88|0.0|12.5|7.04|70.97|EQUITY||2025-02-14| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-22|2024-11-29|2025-02-13| This is line with previous dividend. | JUVF dividend growth is zero. |JUVF|0.22|2025-02-14|2024-11-28
| Farmers and Merchants Bancshare |0.68|16.25|16.01|4.25|48.91|EQUITY||2024-12-03| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-02-11|2024-12-17|2024-12-02| This is line with previous dividend. | FMFG dividend growth is zero. |FMFG|0.34|2024-12-03|2024-12-16
| Manhattan Bridge Capital  Inc |0.46|5.84|5.82|7.9|93.88|EQUITY||2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-21|2025-04-15|2025-04-07| This is line with previous dividend. | LOAN dividend growth is zero. |LOAN|0.115|2025-04-08|2025-04-14
| BGSF  Inc. |0.6|3.78|3.7|12.05|225.0|EQUITY||2024-02-16| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-06|2024-02-27|2024-02-15| This is line with previous dividend. | BGSF dividend growth is zero. |BGSF|0.15|2024-02-16|2024-02-26
| First Trust Specialty Finance a |0.33|4.34|4.2999|10.65||EQUITY||2025-02-24| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. |  FGB first paid dividend 19 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00% |FGB|0.1||
| Cross Timbers Royalty Trust |0.99|11.76|12.33|8.07|100.0|EQUITY||2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-12|2025-04-14|2025-03-30| This is line with previous dividend. | CRT dividend growth is zero. |CRT|0.046|2025-03-31|2025-04-13
| Cryo-Cell International  Inc. |1.0|6.42|6.2963|15.88|500.0|EQUITY||2025-02-14| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-14|2025-02-28|2025-02-13| This is line with previous dividend. | CCEL dividend growth is zero. |CCEL|0.25|2025-02-14|2025-02-27
| Consumers Bancorp  Inc. |0.76|0.0|19.64|3.87|26.62|EQUITY||2025-02-24| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-16|2024-12-16|2025-02-23| This is line with previous dividend. |  CBKM first paid dividend 26 years ago but dividends are growing only for 13 years. Dividend Growth Rate for last 5 years is 7.07% |CBKM|0.19|2025-02-24|2024-12-15
| PIMCO New York Municipal Income |0.4|7.475|7.45|5.4|335.0|EQUITY||2025-03-13| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | PNF dividend growth is zero. |PNF|0.034||
| Global Self Storage  Inc. |0.29|5.01|5.05|5.74|152.63|EQUITY||2025-03-17| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-08|2025-03-31|2025-03-16| This is line with previous dividend. | SELF dividend growth is zero. |SELF|0.073|2025-03-17|2025-03-30
| Sachem Capital Corp. |0.2|1.04|1.11|18.02|920.0|EQUITY||2025-03-17| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-08|2025-03-31|2025-03-16| This is line with previous dividend. | SACH dividend growth is zero. |SACH|0.05|2025-03-17|2025-03-30
| Rand Capital Corporation |1.16|18.85|19.17|6.05|45.6|EQUITY||2025-03-14| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-05-12|2025-03-28|2025-03-13| This is line with previous dividend. | RAND dividend growth is zero. |RAND|0.29|2025-03-14|2025-03-27
| Nuveen Multi-Market Income Fund |0.35|6.45|6.2|5.61|111.0|EQUITY||2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |||2025-03-07|2019-02-01|2025-03-13| This is line with previous dividend. |  JMM first paid dividend 37 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 3.57% |JMM|0.029|2025-03-14|2019-01-31
| Natural Health Trends Corp. - C |0.8|5.07|5.01|15.97|1600.0|EQUITY||2024-11-12| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-29|2025-02-28|2025-02-17| This is line with previous dividend. | NHTC dividend growth is zero. |NHTC|0.2|2025-02-18|2025-02-27
| The European Equity Fund  Inc. |0.18|9.225|9.19|1.94|21.07|EQUITY||2024-12-30| Payout Ratio falls within the  low risk  range (<35%). |||||| This is line with previous dividend. | EEA dividend growth is zero. |EEA|0.141||
| Scienture Holdings  Inc. ||1.65|1.55||0.0|EQUITY||2024-07-19| Payout Ratio falls within the  high risk  range (>75%). |||2025-06-24|2024-07-24|2024-07-18| This is line with previous dividend. | SCNX dividend growth is zero. |SCNX|1.5|2024-07-19|2024-07-23
| BayFirst Financial Corp. |0.32|18.83|18.15|1.76|12.12|EQUITY||2025-02-28| Payout Ratio falls within the  low risk  range (<35%). |||||| This is line with previous dividend. | BAFN dividend growth is zero. |BAFN|0.08||
| Ark Restaurants Corp. |0.75|10.23|9.71|7.72|39.34|EQUITY||2024-05-31| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-05-12|2024-06-12|2024-05-30| This is line with previous dividend. | ARKR dividend growth is zero. |ARKR|0.188|2024-05-31|2024-06-11
| First Trust Motgage Income Fund |0.9|12.153|12.13|7.42|50.65|EQUITY||2025-03-03| Payout Ratio falls within the  medium risk  range (33%-75%). |||||| This is line with previous dividend. | FMY dividend growth is zero. |FMY|0.075||
| Heartcore Enterprises  Inc. |0.08|0.95|0.8573|9.33|17.39|EQUITY||2024-08-19| Payout Ratio falls within the  low risk  range (<35%). |||||| This is line with previous dividend. | HTCR dividend growth is zero. |HTCR|0.02||
| Texas Community Bancshares  Inc |0.16|16.24|16.24|1.0|166.67|EQUITY||2025-03-10| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | TCBS dividend growth is zero. |TCBS|0.04||
| Crown Crafts  Inc. |0.32|3.755|3.69|8.67|133.33|EQUITY||2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |||2025-06-26|2025-04-04|2025-03-13| This is line with previous dividend. | CRWS dividend growth is zero. |CRWS|0.08|2025-03-14|2025-04-03
| AmeriServ Financial Inc. |0.12|2.52|2.44|4.92|57.14|EQUITY||2025-02-03| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-14|2025-02-18|2025-02-02| This is line with previous dividend. |  ASRV first paid dividend 28 years ago but dividends are growing only for 7 years. Dividend Growth Rate for last 5 years is 3.71% |ASRV|0.03|2025-02-03|2025-02-17
| Permianville Royalty Trust Trus |0.09|1.55|1.56|5.79|100.0|EQUITY||2024-11-29| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-12|2025-04-14|2025-03-30| This is line with previous dividend. | PVL dividend growth is zero. |PVL|0.011|2025-03-31|2025-04-13
| Pioneer Power Solutions  Inc. ||3.16|3.11||0.0|EQUITY||2024-12-17| Payout Ratio falls within the  high risk  range (>75%). |||2025-03-31|2025-01-05|2024-12-16| This is line with previous dividend. | PPSI dividend growth is zero. |PPSI|1.5|2024-12-17|2025-01-04
| Flanigan's Enterprises  Inc. |0.5|25.5|24.99|2.0|28.09|EQUITY||2024-06-14| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-12|2024-06-28|2024-06-13| This is line with previous dividend. | BDL dividend growth is zero. |BDL|0.5|2024-06-14|2024-06-27
| Nuveen New York Select Tax-Free |0.49|11.78|11.78|4.21|64.74|EQUITY||2025-03-14| Payout Ratio falls within the  medium risk  range (33%-75%). |||||| This is line with previous dividend. |  NXN first paid dividend 34 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 8.37% |NXN|0.042||
| United-Guardian  Inc. |0.7|9.2|9.1499|7.65|84.51|EQUITY||2025-02-10| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-08|2025-02-18|2025-02-09| This is line with previous dividend. |  UG first paid dividend 29 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 87.08% |UG|0.35|2025-02-10|2025-02-17
| North European Oil Royality Tru |0.47|4.58|4.72|9.96|85.71|EQUITY||2025-02-14| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-29|2025-02-26|2025-02-13| This is line with previous dividend. |  NRT first paid dividend 39 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is -80.00% |NRT|0.04|2025-02-14|2025-02-25
| Investcorp Credit Management BD |0.48|3.22|3.235|14.84|104.35|EQUITY||2024-12-20| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-12|2025-05-16|2025-04-24| This is line with previous dividend. | ICMB dividend growth is zero. |ICMB|0.12|2025-04-25|2025-05-15
| Dawson Geophysical Company ||1.3|1.29||0.0|EQUITY||2024-04-19| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-12|2024-05-06|2024-04-18| This is line with previous dividend. | DWSN dividend growth is zero. |DWSN|0.32|2024-04-19|2024-05-05
| PermRock Royalty Trust Trust |0.48|4.33|4.31|12.34|100.0|EQUITY||2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |||2025-03-31|2025-04-14|2024-06-27| This is line with previous dividend. | PRT dividend growth is zero. |PRT|0.04|2024-06-28|2025-04-13
| Tectonic Financial  Inc. - 9.00 |1.21|10.61|10.48|11.59||EQUITY||2025-02-07| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | TECTP dividend growth is zero. |TECTP|0.304||
| Jerash Holdings (US)  Inc. |0.2|3.49|3.43|5.83|222.22|EQUITY||2025-02-18| Payout Ratio falls within the  high risk  range (>75%). |||2025-06-25|2025-02-25|2025-02-17| This is line with previous dividend. | JRSH dividend growth is zero. |JRSH|0.05|2025-02-18|2025-02-24
| Big 5 Sporting Goods Corporatio ||1.01|0.97||625.0|EQUITY||2024-05-31| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-28|2024-06-14|2024-05-30| This is line with previous dividend. | BGFV dividend growth is zero. |BGFV|0.05|2024-05-31|2024-06-13
| MIND C.T.I. Ltd. |0.22|1.84|1.8|12.22|109.09|EQUITY||2025-03-25| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-06|2025-04-10|2025-03-24| This is line with previous dividend. | MNDO dividend growth is zero. |MNDO|0.22|2025-03-25|2025-04-09
| Home Federal Bancorp  Inc. of L |0.52|13.19|13.08|3.98|46.79|EQUITY||2025-01-27| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-24|2025-02-10|2025-01-26| This is line with previous dividend. |  HFBL first paid dividend 19 years ago but dividends are growing only for 11 years. Dividend Growth Rate for last 5 years is 10.20% |HFBL|0.13|2025-01-27|2025-02-09
| Deswell Industries  Inc. |0.2|2.34|2.32|8.62|30.77|EQUITY||2024-07-05| Payout Ratio falls within the  low risk  range (<35%). |||||| This is line with previous dividend. | DSWL dividend growth is zero. |DSWL|0.1||
| Enzo Biochem  Inc. |0.4|0.4265|0.4313|92.74|0.0|EQUITY||2024-11-15| Payout Ratio falls within the  high risk  range (>75%). |||2025-06-11|2024-12-02|2024-11-14| This is line with previous dividend. | ENZ dividend growth is zero. |ENZ|0.1|2024-11-15|2024-12-01
| Eagle Capital Growth Fund  Inc. |0.68|9.82|9.81|6.93|48.57|EQUITY||2024-11-29| Payout Ratio falls within the  medium risk  range (33%-75%). |||||| This is line with previous dividend. | GRF dividend growth is zero. |GRF|0.68||
| DallasNews Corporation - Series |0.64|4.98|4.7|10.39|800.0|EQUITY||2024-02-08| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-12|2024-03-01|2024-02-07| This is line with previous dividend. | DALN dividend growth is zero. |DALN|0.16|2024-02-08|2024-02-29
| Blackrock Enhanced Government F |0.49|9.76|9.72|5.06|615.0|EQUITY||2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | EGF dividend growth is zero. |EGF|0.041||
| The Herzfeld Caribbean Basin Fu |0.54|2.66|2.6288|23.04|44.69|EQUITY||2024-12-31| Payout Ratio falls within the  medium risk  range (33%-75%). |||||| This is line with previous dividend. | CUBA dividend growth is zero. |CUBA|0.233||
| Mexico Equity and Income Fund   |0.3|8.8599|8.7085|3.42|15.94|EQUITY||2024-12-23| Payout Ratio falls within the  low risk  range (<35%). |||||| This is line with previous dividend. | MXE dividend growth is zero. |MXE|0.298||
| MacKenzie Realty Capital  Inc. |0.2|1.54|1.55|12.9|0.0|EQUITY||2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | MKZR dividend growth is zero. |MKZR|0.05||
| PIMCO New York Municipal Income |0.3|5.61|5.61|5.3|60.73|EQUITY||2025-03-13| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-03-06|2019-02-01|2025-03-12| This is line with previous dividend. | PYN dividend growth is zero. |PYN|0.025|2025-03-13|2019-01-31
| ClearOne  Inc. ||0.676|0.606||0.0|EQUITY||2024-04-11| Payout Ratio falls within the  high risk  range (>75%). |||2025-03-31|2024-04-10|2024-04-10| This is line with previous dividend. | CLRO dividend growth is zero. |CLRO|0.5|2024-04-11|2024-04-09
| U.S. Global Investors  Inc. |0.09|2.36|2.27|3.96|225.0|EQUITY||2025-03-17| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-07|2025-06-30|2025-04-13| This is line with previous dividend. |  GROW first paid dividend 19 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 12.47% |GROW|0.008|2025-04-14|2025-06-29
| Network-1 Technologies  Inc. |0.1|1.32|1.31|7.63|90.91|EQUITY||2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-08|2025-03-28|2025-03-13| This is line with previous dividend. | NTIP dividend growth is zero. |NTIP|0.05|2025-03-14|2025-03-27
| CLPS Incorporation ||1.2|1.19||0.0|EQUITY||2024-11-04| Payout Ratio falls within the  high risk  range (>75%). |||2025-03-05|2024-11-12|2024-11-03| This is line with previous dividend. | CLPS dividend growth is zero. |CLPS|0.13|2024-11-04|2024-11-11
| MFS Intermediate High Income Fu |0.18|1.705|1.71|10.33|76.95|EQUITY||2025-03-18| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | CIF dividend growth is zero. |CIF|0.015||
| Atlantic American Corporation |0.02|1.75|1.72|1.16|14.29|EQUITY||2024-04-11| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-12|2024-04-26|2025-04-08| This is line with previous dividend. | AAME dividend growth is zero. |AAME|0.02|2025-04-09|2024-04-25
| Nuveen Missouri Quality Municip |0.81|10.33|10.25|7.9|112.76|EQUITY||2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | NOM dividend growth is zero. |NOM|0.068||
| Quaint Oak Bancorp  Inc. |0.52|0.0|10.8|4.81|55.91|EQUITY||2025-01-27| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-05-05|2024-11-12|2025-01-26| This is line with previous dividend. |  QNTO first paid dividend 18 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 4.26% |QNTO|0.13|2025-01-27|2024-11-11
| MarketWise  Inc. |0.04|0.4993|0.4982|8.03|22.22|EQUITY||2025-03-18| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-13|2025-03-31|2025-03-17| This is line with previous dividend. | MKTW dividend growth is zero. |MKTW|0.01|2025-03-18|2025-03-30
| Reserve Petroleum Company (The) |10.0|0.0|174.99|5.71|77.94|EQUITY||2024-06-05| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-02|2024-06-18|2024-06-04| This is line with previous dividend. | RSRV dividend growth is zero. |RSRV|10.0|2024-06-05|2024-06-17
| Mexco Energy Corporation |0.1|8.22|8.17|1.22|15.87|EQUITY||2024-05-20| Payout Ratio falls within the  low risk  range (<35%). |||2025-06-25|2024-06-04|2024-05-19| This is line with previous dividend. | MXC dividend growth is zero. |MXC|0.1|2024-05-20|2024-06-03
| Four Seasons Education (Cayman) |2.3|9.3576|9.8|23.47|2330.92|EQUITY||2024-08-30| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | FEDU dividend growth is zero. |FEDU|2.3||
| Creative Media & Community Trus |0.33|0.2204|0.2221|209.74|157.89|EQUITY||2024-07-08| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-13|2024-10-08|2024-09-24| This is line with previous dividend. | CMCT dividend growth is zero. |CMCT|0.085|2024-09-25|2024-10-07
| Chesapeake Granite Wash Trust |0.08|0.46|0.463|21.04|100.08|EQUITY||2025-02-19| Payout Ratio falls within the  high risk  range (>75%). |||2025-03-31|2024-11-29|2024-05-16| This is line with previous dividend. | CHKR dividend growth is zero. |CHKR|0.011|2024-05-17|2024-11-28
| Cohen & Company Inc. |1.0|8.41|8.4972|11.77|24.15|EQUITY||2025-03-26| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-05|2025-04-09|2025-03-25| This is line with previous dividend. | COHN dividend growth is zero. |COHN|0.25|2025-03-26|2025-04-08
| InnSuites Hospitality Trust Sha |0.02|2.34|2.32|0.86|100.0|EQUITY||2025-01-24| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-07|2025-02-05|2025-01-23| This is line with previous dividend. | IHT dividend growth is zero. |IHT|0.01|2025-01-24|2025-02-04
| 153389 |0.02|2.52|2.61|0.86|2.83|EQUITY||2024-12-18| Payout Ratio falls within the  low risk  range (<35%). |||||| This is line with previous dividend. | RCG dividend growth is zero. |RCG|0.022||
| BlackRock Virginia Municipal Bo |0.62|10.66|10.65|5.8|94.57|EQUITY||2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | BHV dividend growth is zero. |BHV|0.052||
| Table Trac  Inc. |0.08|4.04|4.05|1.98|8.82|EQUITY||2025-03-14| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-08|2024-12-13|2025-03-13| This is line with previous dividend. |  TBTC first paid dividend 5 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 100.00% |TBTC|0.02|2025-03-14|2024-12-12
| Medalist Diversified REIT  Inc. |0.22|12.68|12.95|1.66|708.33|EQUITY||2025-01-17| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-07|2025-01-23|2025-01-16| This is line with previous dividend. |  MDRR first paid dividend 8 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 62.50% |MDRR|0.065|2025-01-17|2025-01-22
| Glen Burnie Bancorp |0.4|5.2|5.34|7.49|1000.0|EQUITY||2024-07-22| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-24|2024-08-05|2024-07-21| This is line with previous dividend. | GLBZ dividend growth is zero. |GLBZ|0.1|2024-07-22|2024-08-04
| Taitron Components Incorporated |0.2|2.58|2.57|7.78|86.96|EQUITY||2025-02-14| Payout Ratio falls within the  high risk  range (>75%). |||2025-03-31|2025-02-28|2025-02-13| This is line with previous dividend. | TAIT dividend growth is zero. |TAIT|0.05|2025-02-14|2025-02-27
| United Maritime Corporation |0.24|1.43|1.43|16.43|32.26|EQUITY||2025-03-27| Payout Ratio falls within the  low risk  range (<35%). |||||| This is line with previous dividend. | USEA dividend growth is zero. |USEA|0.01||
| Chicago Rivet & Machine Co. |0.12|13.35|13.58|0.88|225.64|EQUITY||2025-03-05| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-08|2025-03-20|2025-03-04| This is line with previous dividend. | CVR dividend growth is zero. |CVR|0.03|2025-03-05|2025-03-19
| J-Long Group Limited ||4.3|3.95||0.0|EQUITY||2024-03-08| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | JL dividend growth is zero. |JL|1.9||
| Gouverneur Bancorp  Inc. |0.08|0.0|12.9|0.62|14.55|EQUITY||2024-11-04| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-08|2024-11-18|2024-11-03| This is line with previous dividend. | GOVB dividend growth is zero. |GOVB|0.08|2024-11-04|2024-11-17
| Pharma-Bio Serv  Inc. ||0.0|0.43||0.0|EQUITY||2024-01-29| Payout Ratio falls within the  high risk  range (>75%). |||2025-06-12|2024-02-15|2025-02-27| This is line with previous dividend. | PBSV dividend growth is zero. |PBSV|0.075|2025-02-28|2024-02-14
| Mesa Royalty Trust |0.43|6.19|6.1464|4.89|97.57|EQUITY||2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |||2025-03-31|2025-04-30|2024-06-27| This is line with previous dividend. | MTR dividend growth is zero. |MTR|0.002|2024-06-28|2025-04-29
| Euro Tech Holdings Company Limi ||1.2|1.2303||0.0|EQUITY||2024-06-13| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-28|2024-06-27|2024-06-12| This is line with previous dividend. | CLWT dividend growth is zero. |CLWT|0.08|2024-06-13|2024-06-26
| Mills Music Trust |3.01|0.0|30.45|9.89|99.95|EQUITY||2024-09-20| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | MMTRS dividend growth is zero. |MMTRS|1.335||
| Generation Income Properties In ||1.64|1.61|||EQUITY||2024-06-14| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | GIPR dividend growth is zero. |GIPR|0.039||
| Foxby Corp. ||0.0|15.85||0.0|EQUITY||2024-12-16| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | FXBY dividend growth is zero. |FXBY|1.74||
| Highway Holdings Limited |0.2|1.91|1.84|10.87|227.27|EQUITY||2024-12-12| Payout Ratio falls within the  high risk  range (>75%). |||2025-01-21|2024-12-24|2024-12-11| This is line with previous dividend. | HIHO dividend growth is zero. |HIHO|0.05|2024-12-12|2024-12-23
| ECA Marcellus Trust I |0.1|0.5|0.5|19.61|138.6|EQUITY||2025-02-24| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-12|2024-11-29|2024-05-19| This is line with previous dividend. | ECTM dividend growth is zero. |ECTM|0.02|2024-05-20|2024-11-28
| 3273 |0.36|3.9|3.885|9.19|104.32|EQUITY||2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-12|2017-03-28|2024-05-30| This is line with previous dividend. | MARPS dividend growth is zero. |MARPS|0.077|2024-05-31|2017-03-27
| BAB  Inc. |0.04|0.8|0.84|4.76|57.14|EQUITY||2025-03-24| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-03|2025-01-09|2025-03-23| This is line with previous dividend. | BABB dividend growth is zero. |BABB|0.01|2025-03-24|2025-01-08
| Icon Energy Corp. |0.34|0.1|0.052|653.85|26.42|EQUITY||2024-12-16| Payout Ratio falls within the  low risk  range (<35%). |||||| This is line with previous dividend. | ICON dividend growth is zero. |ICON|0.085||
| InPoint Commercial Real Estate  |1.69|19.6634|19.76|8.7||EQUITY||2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | ICR-PA dividend growth is zero. |ICR-PA|0.421875||
| CHS Inc - 8%  Cumulative Redeem |2.0|28.23|27.95|7.16||EQUITY||2025-03-17| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-01|2025-03-31|2025-03-16| This is line with previous dividend. | CHSCP dividend growth is zero. |CHSCP|0.5|2025-03-17|2025-03-30
| MSA SAFETY INC 4.5% PRF USD10 |2.25|||5.49||EQUITY||2025-02-14| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-28|2022-06-01|2025-02-13| This is line with previous dividend. | MNESP dividend growth is zero. |MNESP|0.5625|2025-02-14|2022-05-31
| Entergy Texas Inc 5.375% Series |1.34|24.38|24.1901|5.55||EQUITY||2025-01-03| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | ETI-P dividend growth is zero. |ETI-P|0.335938||
| Taiwan Semiconductor Manufactur |2.74|168.24|165.25|1.66|33.06|EQUITY||2025-03-18| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-17|2025-07-10|2025-06-11| This is line with previous dividend. |  TSM first paid dividend 22 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 25.74% |TSM|0.684|2025-06-12|2025-07-09
| Alphabet Inc. |0.8|164.08|156.06|0.51|7.46|EQUITY||2025-03-10| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-23|2025-03-17|2025-03-09| This is line with previous dividend. | GOOG dividend growth is zero. |GOOG|0.2|2025-03-10|2025-03-16
| TAIWAN SEMICONDUCTOR MANUFACTUR ||0.0|17.2402||33.45|EQUITY||2025-03-18| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-17|2024-01-11|2025-06-11| This is line with previous dividend. |  TSMWF first paid dividend 3 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 22.47% |TSMWF|0.13561222|2025-06-12|2024-01-10
| Novo-Nordisk A/S |1.66|68.8|69.3|2.39|43.75|EQUITY||2024-08-15| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-05-07|2019-08-20|2025-03-27| This is line with previous dividend. | NONOF dividend growth is zero. |NONOF|0.517|2025-03-28|2019-08-19
| J P Morgan Chase & Co Depositar |1.44|24.88|24.83|5.79||EQUITY||2025-01-30| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-11|2025-03-03|2025-01-29| This is line with previous dividend. | JPM-PD dividend growth is zero. |JPM-PD|0.359375|2025-01-30|2025-03-02
| J P Morgan Chase & Co Depositar |1.5|25.19|25.18|5.96||EQUITY||2025-01-30| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-11|2025-03-03|2025-01-29| This is line with previous dividend. | JPM-PC dividend growth is zero. |JPM-PC|0.375|2025-01-30|2025-03-02
| Bank of America Corporation Dep |1.39|22.2|22.19|6.25||EQUITY||2025-02-14| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-15|2025-02-28|2025-02-13| This is line with previous dividend. | BML-PH dividend growth is zero. |BML-PH|0.34663|2025-02-14|2025-02-27
| Bank of America Corporation Dep |1.38|22.37|22.16|6.23||EQUITY||2025-02-14| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-15|2025-02-28|2025-02-13| This is line with previous dividend. | BML-PG dividend growth is zero. |BML-PG|0.34535|2025-02-14|2025-02-27
| SAP SE |2.41|266.0|266.87|0.9|83.02|EQUITY||2024-05-16| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-22|2020-05-26|2025-05-13| This is line with previous dividend. | SAPGF dividend growth is zero. |SAPGF|2.395|2025-05-14|2020-05-25
| Bank of America Corporation Dep |1.31|22.1|21.93|5.98||EQUITY||2025-01-31| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-15|2025-02-18|2025-01-30| This is line with previous dividend. | BAC-PE dividend growth is zero. |BAC-PE|0.32807|2025-01-31|2025-02-17
| ASML Holding N.V. |7.68|677.41|672.66|1.14|32.43|EQUITY||2024-10-29| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-16|2018-05-09|2025-04-24| This is line with previous dividend. | ASMLF dividend growth is zero. |ASMLF|1.644|2025-04-25|2018-05-08
