symbol,buy_date,exdividenddate,earningsdate,payoutdate,shortname,dividendrate,previousclose,currentprice,dividendyield,payoutratio,quotetype,dividend,message,hist,insight
CHD,2025-02-13,2025-02-14,2025-04-30,2025-03-03,"Church & Dwight Company, Inc.",1.18,110.09,109.47,1.08,47.89,EQUITY,0.295,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 3.73% increase.,"CHD started paying dividends 36 years ago, and dividends have been growing for 35 years. Dividend Growth Rate for the last 5 years is 4.21%."
SYF,2025-02-02,2025-02-03,2025-04-22,2025-02-18,Synchrony Financial,1.0,52.94,53.26,1.88,11.7,EQUITY,0.25,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"SYF started paying dividends 10 years ago, and dividends have been growing for 9 years. Dividend Growth Rate for the last 5 years is 2.59%."
DOV,2025-02-27,2025-02-28,2025-04-23,2025-03-14,Dover Corporation,2.06,175.68,176.47,1.17,20.32,EQUITY,0.515,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"DOV started paying dividends 44 years ago, and dividends have been growing for 43 years. Dividend Growth Rate for the last 5 years is 1.00%."
EL,2025-02-27,2025-02-28,2025-05-01,2025-03-17,"Estee Lauder Companies, Inc. (T",1.4,66.0,67.87,2.06,471.43,EQUITY,0.35,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"EL started paying dividends 30 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is -46.97%."
WPM,2025-03-31,2025-04-01,2025-05-08,2025-04-11,Wheaton Precious Metals Corp,0.66,77.465,76.83,0.86,53.22,EQUITY,0.165,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 6.06% increase.,"WPM started paying dividends 15 years ago, and dividends have been growing for 8 years. Dividend Growth Rate for the last 5 years is 10.53%."
NVZMY,2025-04-06,2025-04-07,2025-02-26,2024-09-18,NOVONESIS A S,0.91,58.19,58.29,1.55,79.57,EQUITY,0.298,Payout Ratio falls within the high risk (>75%).,Reflecting a 3.02% increase.,NVZMY has just started to pay dividends.
FTV,2025-02-27,2025-02-28,2025-04-22,2025-03-28,Fortive Corporation,0.32,73.18,73.5,0.44,13.56,EQUITY,0.08,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"FTV started paying dividends 10 years ago, and dividends have been growing for 9 years. Dividend Growth Rate for the last 5 years is 6.43%."
PUBGY,2024-07-07,2024-07-08,2025-02-04,2024-07-23,Publicis Groupe S.A.,0.91,23.41,23.42,3.87,51.97,EQUITY,0.056,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a -1448.21% cut.,PUBGY has just started to pay dividends.
PPG,2025-02-20,2025-02-21,2025-04-16,2025-03-12,"PPG Industries, Inc.",2.72,109.35,108.95,2.5,46.5,EQUITY,0.68,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"PPG started paying dividends 43 years ago, and dividends have been growing for 42 years. Dividend Growth Rate for the last 5 years is 5.92%."
BR,2025-03-12,2025-03-13,2025-05-06,2025-04-03,"Broadridge Financial Solutions,",3.52,242.46,244.72,1.44,52.58,EQUITY,0.88,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"BR started paying dividends 19 years ago, and dividends have been growing for 18 years. Dividend Growth Rate for the last 5 years is 10.26%."
CQP,2025-02-09,2025-02-10,2025-05-01,2025-02-14,"Cheniere Energy Partners, LP",3.25,66.04,68.04,4.78,81.53,EQUITY,0.82,Payout Ratio falls within the high risk (>75%).,Reflecting a 1.22% increase.,"CQP started paying dividends 19 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 1.23%."
NUE,2025-03-30,2025-03-31,2025-04-28,2025-05-12,Nucor Corporation,2.2,120.34,119.66,1.84,25.65,EQUITY,0.55,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"NUE started paying dividends 43 years ago, and dividends have been growing for 17 years. Dividend Growth Rate for the last 5 years is 6.42%."
SW,2025-02-13,2025-02-14,2025-04-10,2025-03-18,Smurfit WestRock plc,2.31,45.06,45.62,5.07,228.5,EQUITY,0.303,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,SW has just started to pay dividends.
EQR,2025-03-30,2025-03-31,2025-04-21,2025-04-17,Equity Residential,2.77,71.58,71.28,3.89,99.26,EQUITY,0.693,Payout Ratio falls within the high risk (>75%).,Reflecting a 2.60% increase.,"EQR started paying dividends 33 years ago, and dividends have been growing for 9 years. Dividend Growth Rate for the last 5 years is 2.82%."
DOW,2025-02-27,2025-02-28,2025-04-24,2025-03-14,Dow Inc.,2.8,34.92,34.61,8.09,178.34,EQUITY,0.7,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"DOW started paying dividends 7 years ago, but there is no recorded dividend growth in the last 5 years."
GOLD,2025-02-27,2025-02-28,2025-04-29,2025-03-17,Barrick Gold Corporation,0.4,19.44,19.66,2.03,32.79,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,GOLD has just started to pay dividends.
TSCO,2025-02-25,2025-02-26,2025-04-23,2025-03-11,Tractor Supply Company,0.92,55.1,55.13,1.67,43.14,EQUITY,0.23,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 4.35% increase.,"TSCO started paying dividends 16 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 5.66%."
CVE,2025-03-13,2025-03-14,2025-04-29,2025-03-31,Cenovus Energy Inc,0.5,13.91,14.0,3.59,48.8,EQUITY,0.133,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 1.50% increase.,CVE has just started to pay dividends.
K,2025-03-02,2025-03-03,2025-04-30,2025-03-14,Kellanova,2.28,82.49,82.5,2.76,58.25,EQUITY,0.57,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"K started paying dividends 42 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 1.43%."
TPL,2025-03-02,2025-03-03,2025-05-06,2025-03-17,Texas Pacific Land Corporation,6.4,1324.99,1352.84,0.47,25.9,EQUITY,1.6,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"TPL started paying dividends 37 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 36.75%."
FITB,2025-03-30,2025-03-31,2025-04-17,2025-04-15,Fifth Third Bancorp,1.48,39.2,38.93,3.8,45.86,EQUITY,0.37,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"FITB started paying dividends 40 years ago, and dividends have been growing for 17 years. Dividend Growth Rate for the last 5 years is 6.50%."
EQT,2025-02-17,2025-02-18,2025-04-21,2025-03-03,EQT Corporation,0.63,53.43,53.88,1.17,140.0,EQUITY,0.158,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"EQT started paying dividends 38 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 8.12%."
STT,2025-03-31,2025-04-01,2025-04-17,2025-04-11,State Street Corporation,3.04,88.77,88.82,3.42,35.32,EQUITY,0.76,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"STT started paying dividends 39 years ago, and dividends have been growing for 16 years. Dividend Growth Rate for the last 5 years is 7.89%."
BSBR,2025-01-23,2025-01-24,2025-04-28,2025-02-24,Banco Santander Brasil SA,0.29,4.71,4.75,6.04,94.4,EQUITY,0.071,Payout Ratio falls within the high risk (>75%).,Reflecting a -4.23% cut.,BSBR has just started to pay dividends.
XYL,2025-02-17,2025-02-18,2025-04-29,2025-03-19,Xylem Inc.,1.6,119.46,119.88,1.33,39.45,EQUITY,0.4,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 10.00% increase.,"XYL started paying dividends 15 years ago, and dividends have been growing for 14 years. Dividend Growth Rate for the last 5 years is 9.00%."
HPE,2025-03-20,2025-03-21,2025-06-02,2025-04-18,Hewlett Packard Enterprise Comp,0.52,15.43,15.64,3.32,25.0,EQUITY,0.13,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"HPE started paying dividends 11 years ago, and dividends have been growing for 10 years. Dividend Growth Rate for the last 5 years is 1.61%."
GPN,2025-03-13,2025-03-14,2025-04-29,2025-03-28,Global Payments Inc.,1.0,97.92,98.44,1.02,16.23,EQUITY,0.25,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"GPN started paying dividends 25 years ago, and dividends have been growing for 8 years. Dividend Growth Rate for the last 5 years is 5.09%."
CAH,2025-03-31,2025-04-01,2025-05-01,2025-04-15,"Cardinal Health, Inc.",2.02,137.264,137.13,1.47,37.57,EQUITY,0.506,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"CAH started paying dividends 40 years ago, and dividends have been growing for 16 years. Dividend Growth Rate for the last 5 years is 0.81%."
HEI,2025-01-02,2025-01-03,2025-05-26,2025-01-17,Heico Corporation,0.22,267.19,270.21,0.08,5.43,EQUITY,0.11,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"HEI started paying dividends 39 years ago, and dividends have been growing for 11 years. Dividend Growth Rate for the last 5 years is 6.58%."
BRO,2025-02-04,2025-02-05,2025-04-21,2025-02-12,"Brown & Brown, Inc.",0.6,124.4,124.11,0.48,15.61,EQUITY,0.15,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"BRO started paying dividends 39 years ago, and dividends have been growing for 27 years. Dividend Growth Rate for the last 5 years is 12.03%."
PPRUY,2025-01-12,2025-01-13,2025-02-11,2025-01-31,Kering SA,1.23,20.6,20.55,5.97,151.79,EQUITY,1.009,Payout Ratio falls within the high risk (>75%).,Reflecting a 50.84% increase.,PPRUY has just started to pay dividends.
QSR,2025-03-20,2025-03-21,2025-05-08,2025-04-04,Restaurant Brands International,2.48,66.64,67.17,3.69,72.96,EQUITY,0.62,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 6.45% increase.,"QSR started paying dividends 11 years ago, and dividends have been growing for 10 years. Dividend Growth Rate for the last 5 years is 3.58%."
TW,2025-03-02,2025-03-03,2025-04-30,2025-03-17,Tradeweb Markets Inc.,0.48,148.46,147.95,0.32,17.17,EQUITY,0.12,Payout Ratio falls within the low risk (<35%).,Reflecting a 16.67% increase.,"TW started paying dividends 7 years ago, and dividends have been growing for 6 years. Dividend Growth Rate for the last 5 years is 8.45%."
EBAY,2025-03-13,2025-03-14,2025-04-29,2025-03-28,eBay Inc.,1.16,67.73,67.8,1.71,27.34,EQUITY,0.29,Payout Ratio falls within the low risk (<35%).,Reflecting a 6.90% increase.,"EBAY started paying dividends 7 years ago, and dividends have been growing for 6 years. Dividend Growth Rate for the last 5 years is 12.63%."
FCNCA,2025-02-27,2025-02-28,2025-04-23,2025-03-17,"First Citizens BancShares, Inc.",7.8,1854.12,1823.47,0.43,3.63,EQUITY,1.95,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"FCNCA started paying dividends 40 years ago, and dividends have been growing for 39 years. Dividend Growth Rate for the last 5 years is 37.28%."
WEC,2025-02-13,2025-02-14,2025-04-29,2025-03-01,"WEC Energy Group, Inc.",3.57,108.98,108.89,3.28,69.15,EQUITY,0.893,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 6.49% increase.,"WEC started paying dividends 40 years ago, and dividends have been growing for 10 years. Dividend Growth Rate for the last 5 years is 7.12%."
WDS,2025-03-06,2025-03-07,2025-02-24,2025-04-02,Woodside Energy Group Limited,1.22,14.49,14.75,8.27,69.02,EQUITY,0.69,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 13.04% increase.,WDS has just started to pay dividends.
FER,2024-12-15,2024-12-16,2025-05-12,2024-06-21,Ferrovial SE,0.84,44.92,45.26,1.86,17.92,EQUITY,0.036,Payout Ratio falls within the low risk (<35%).,Reflecting a -1294.44% cut.,FER has just started to pay dividends.
MPWR,2025-03-30,2025-03-31,2025-04-29,2025-04-15,"Monolithic Power Systems, Inc.",6.24,579.98,581.48,1.07,13.66,EQUITY,1.56,Payout Ratio falls within the low risk (<35%).,Reflecting a 19.87% increase.,"MPWR started paying dividends 13 years ago, and dividends have been growing for 11 years. Dividend Growth Rate for the last 5 years is 25.55%."
GWLIF,2025-03-02,2025-03-03,2025-05-07,2024-12-31,"Great-West Lifeco, Inc.",1.71,0.0,39.71,4.29,51.75,EQUITY,0.412,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 0.49% increase.,GWLIF has just started to pay dividends.
HPQ,2025-03-11,2025-03-12,2025-05-27,2025-04-02,HP Inc.,1.16,27.69,27.79,4.17,40.15,EQUITY,0.289,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"HPQ started paying dividends 61 years ago, and dividends have been growing for 25 years. Dividend Growth Rate for the last 5 years is 10.43%."
EIX,2025-04-06,2025-04-07,2025-04-29,2025-04-30,Edison International,3.31,58.92,58.75,5.63,95.69,EQUITY,0.828,Payout Ratio falls within the high risk (>75%).,Reflecting a 5.80% increase.,"EIX started paying dividends 50 years ago, and dividends have been growing for 21 years. Dividend Growth Rate for the last 5 years is 5.35%."
ED,2025-02-18,2025-02-19,2025-04-30,2025-03-14,"Consolidated Edison, Inc.",3.4,110.59,110.06,3.09,63.36,EQUITY,0.85,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 2.35% increase.,"ED started paying dividends 64 years ago, and dividends have been growing for 44 years. Dividend Growth Rate for the last 5 years is 2.13%."
VICI,2025-03-19,2025-03-20,2025-04-30,2025-04-03,VICI Properties Inc.,1.73,32.62,32.44,5.33,66.21,EQUITY,0.433,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"VICI started paying dividends 8 years ago, and dividends have been growing for 7 years. Dividend Growth Rate for the last 5 years is 7.76%."
IRM,2025-03-16,2025-03-17,2025-04-30,2025-04-04,Iron Mountain Incorporated (Del,3.14,86.04,86.89,3.61,447.54,EQUITY,0.785,Payout Ratio falls within the high risk (>75%).,Reflecting a 8.92% increase.,"IRM started paying dividends 16 years ago, and dividends have been growing for 11 years. Dividend Growth Rate for the last 5 years is 4.87%."
AVB,2025-03-30,2025-03-31,2025-04-23,2025-04-15,"AvalonBay Communities, Inc.",7.0,214.62,214.51,3.26,89.47,EQUITY,1.75,Payout Ratio falls within the high risk (>75%).,Reflecting a 2.86% increase.,"AVB started paying dividends 28 years ago, and dividends have been growing for 16 years. Dividend Growth Rate for the last 5 years is 1.94%."
MCHP,2025-02-23,2025-02-24,2025-05-05,2025-03-07,Microchip Technology Incorporat,1.82,48.41,48.5,3.75,317.72,EQUITY,0.455,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"MCHP started paying dividends 24 years ago, and dividends have been growing for 23 years. Dividend Growth Rate for the last 5 years is 19.85%."
WTW,2025-03-30,2025-03-31,2025-04-23,2025-04-15,Willis Towers Watson Public Lim,3.68,337.95,337.0,1.09,33.14,EQUITY,0.92,Payout Ratio falls within the low risk (<35%).,Reflecting a 4.35% increase.,"WTW started paying dividends 23 years ago, and dividends have been growing for 9 years. Dividend Growth Rate for the last 5 years is 6.23%."
FRFHF,2025-01-15,2025-01-16,2025-04-30,2025-01-23,Fairfax Financial Holdings Ltd.,15.0,1495.0,1494.84,1.0,9.34,EQUITY,15.0,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,FRFHF has just started to pay dividends.
DD,2025-03-02,2025-03-03,2025-04-29,2025-03-17,"DuPont de Nemours, Inc.",1.64,74.68,74.88,2.19,85.88,EQUITY,0.41,Payout Ratio falls within the high risk (>75%).,Reflecting a 7.32% increase.,"DD started paying dividends 54 years ago, and dividends have been growing for 6 years. Dividend Growth Rate for the last 5 years is 6.45%."
ANYYY,2025-04-22,2025-04-23,2025-04-30,2024-05-21,Aena SME S.A.,1.02,23.45,23.56,4.35,59.73,EQUITY,0.829,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,ANYYY has just started to pay dividends.
EFX,2025-02-20,2025-02-21,2025-04-15,2025-03-14,"Equifax, Inc.",1.56,243.56,243.86,0.64,32.23,EQUITY,0.39,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"EFX started paying dividends 39 years ago, but there is no recorded dividend growth in the last 5 years."
MTB,2025-03-02,2025-03-03,2025-04-14,2025-03-31,M&T Bank Corporation,5.4,178.75,176.37,3.06,36.54,EQUITY,1.35,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"MTB started paying dividends 39 years ago, and dividends have been growing for 38 years. Dividend Growth Rate for the last 5 years is 4.18%."
MLM,2025-03-02,2025-03-03,2025-04-28,2025-03-31,"Martin Marietta Materials, Inc.",3.16,478.13,484.56,0.65,9.44,EQUITY,0.79,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"MLM started paying dividends 32 years ago, and dividends have been growing for 31 years. Dividend Growth Rate for the last 5 years is 7.51%."
HIG,2025-03-02,2025-03-03,2025-04-24,2025-04-02,"The Hartford Insurance Group, I",2.08,123.73,124.39,1.67,18.65,EQUITY,0.52,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"HIG started paying dividends 30 years ago, and dividends have been growing for 16 years. Dividend Growth Rate for the last 5 years is 9.86%."
HUM,2025-03-27,2025-03-28,2025-04-30,2025-04-25,Humana Inc.,3.54,264.6,264.74,1.34,35.47,EQUITY,0.885,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"HUM started paying dividends 27 years ago, and dividends have been growing for 14 years. Dividend Growth Rate for the last 5 years is 7.20%."
ROK,2025-02-17,2025-02-18,2025-05-05,2025-03-10,"Rockwell Automation, Inc.",5.24,258.38,258.74,2.03,63.01,EQUITY,1.31,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"ROK started paying dividends 44 years ago, and dividends have been growing for 24 years. Dividend Growth Rate for the last 5 years is 5.13%."
RJF,2025-03-31,2025-04-01,2025-04-23,2025-04-15,"Raymond James Financial, Inc.",2.0,138.41,138.1,1.45,18.07,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"RJF started paying dividends 40 years ago, and dividends have been growing for 19 years. Dividend Growth Rate for the last 5 years is 15.18%."
IMO,2025-03-04,2025-03-05,2025-04-24,2025-04-01,Imperial Oil Limited,2.01,72.32,72.89,2.76,26.58,EQUITY,0.443,Payout Ratio falls within the low risk (<35%).,Reflecting a 0.68% increase.,IMO has just started to pay dividends.
WAB,2025-02-20,2025-02-21,2025-04-23,2025-03-07,Westinghouse Air Brake Technolo,1.0,181.35,183.66,0.54,13.25,EQUITY,0.25,Payout Ratio falls within the low risk (<35%).,Reflecting a 20.00% increase.,"WAB started paying dividends 31 years ago, and dividends have been growing for 30 years. Dividend Growth Rate for the last 5 years is 15.81%."
EXR,2025-03-13,2025-03-14,2025-04-29,2025-03-31,Extra Space Storage Inc,6.48,148.49,147.84,4.38,160.79,EQUITY,1.62,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"EXR started paying dividends 22 years ago, but there is no recorded dividend growth in the last 2 years."
PPERY,2025-04-14,2025-04-15,2025-04-28,2024-04-12,PT Bank Mandiri Persero TBK,1.12,12.29,12.25,9.18,59.04,EQUITY,0.908,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,PPERY has just started to pay dividends.
RMD,2025-02-12,2025-02-13,2025-04-23,2025-03-20,ResMed Inc.,2.12,223.85,222.3,0.95,23.85,EQUITY,0.53,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"RMD started paying dividends 14 years ago, and dividends have been growing for 13 years. Dividend Growth Rate for the last 5 years is 6.33%."
VMC,2025-03-09,2025-03-10,2025-04-30,2025-03-24,Vulcan Materials Company (Holdi,1.96,233.3,237.27,0.83,26.63,EQUITY,0.49,Payout Ratio falls within the low risk (<35%).,Reflecting a 6.12% increase.,"VMC started paying dividends 39 years ago, and dividends have been growing for 14 years. Dividend Growth Rate for the last 5 years is 7.58%."
SLF,2025-02-25,2025-02-26,2025-05-08,2025-03-31,Sun Life Financial Inc.,2.35,57.26,58.09,4.04,61.6,EQUITY,0.603,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 1.49% increase.,SLF has just started to pay dividends.
HSY,2025-02-13,2025-02-14,2025-05-01,2025-03-14,The Hershey Company,5.48,171.03,169.62,3.23,50.18,EQUITY,1.37,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"HSY started paying dividends 41 years ago, and dividends have been growing for 35 years. Dividend Growth Rate for the last 5 years is 12.13%."
DB,2025-05-22,2025-05-23,2025-04-29,2024-05-21,Deutsche Bank AG,0.71,23.83,24.02,2.94,32.85,EQUITY,0.489,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,DB has just started to pay dividends.
FERG,2025-03-20,2025-03-21,2025-06-02,2025-05-06,Ferguson Enterprises Inc.,3.24,160.23,160.75,2.02,39.36,EQUITY,0.83,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"FERG started paying dividends 13 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is -24.26%."
GIS,2025-04-09,2025-04-10,2025-06-24,2025-05-01,"General Mills, Inc.",2.4,59.79,59.72,4.02,52.53,EQUITY,0.6,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"GIS started paying dividends 43 years ago, and dividends have been growing for 20 years. Dividend Growth Rate for the last 5 years is 4.13%."
OWL,2025-05-28,2025-05-29,2025-02-06,2025-02-28,Blue Owl Capital Inc.,0.72,20.04,20.42,3.53,340.0,EQUITY,0.18,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"OWL started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 45.65%."
CCEP,2024-11-14,2024-11-15,2025-02-14,2024-12-03,Coca-Cola Europacific Partners ,2.09,87.03,87.18,2.4,63.96,EQUITY,1.34,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 41.04% increase.,CCEP has just started to pay dividends.
WIT,2025-01-27,2025-01-28,2025-04-17,2025-02-19,Wipro Limited,0.07,3.06,3.06,2.25,4.23,EQUITY,0.012,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,WIT has just started to pay dividends.
LVS,2025-02-09,2025-02-10,2025-04-15,2025-02-19,Las Vegas Sands Corp.,1.0,38.63,39.15,2.55,40.82,EQUITY,0.25,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 20.00% increase.,"LVS started paying dividends 12 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 11.80%."
GEHC,2025-04-24,2025-04-25,2025-04-30,2025-05-15,GE HealthCare Technologies Inc.,0.14,80.71,79.57,0.18,2.76,EQUITY,0.035,Payout Ratio falls within the low risk (<35%).,Reflecting a 14.29% increase.,"GEHC started paying dividends 3 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 8.01%."
VALE,2025-03-09,2025-03-10,2025-04-22,2025-03-21,VALE S.A.,1.38,9.98,10.1,13.64,69.82,EQUITY,0.087,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a -325.29% cut.,VALE has just started to pay dividends.
STLA,2025-04-22,2025-04-23,2025-02-26,2024-05-03,Stellantis N.V.,0.71,11.21,11.09,6.41,84.24,EQUITY,1.652,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,STLA has just started to pay dividends.
SYY,2025-04-03,2025-04-04,2025-04-28,2025-04-25,Sysco Corporation,2.04,75.04,75.42,2.7,52.05,EQUITY,0.51,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"SYY started paying dividends 39 years ago, and dividends have been growing for 38 years. Dividend Growth Rate for the last 5 years is 2.53%."
OTIS,2025-02-13,2025-02-14,2025-04-22,2025-03-07,Otis Worldwide Corporation,1.56,103.2,104.06,1.5,37.1,EQUITY,0.39,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"OTIS started paying dividends 6 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 14.29%."
IR,2025-03-04,2025-03-05,2025-04-30,2025-03-27,Ingersoll Rand Inc.,0.08,80.03,80.61,0.1,3.88,EQUITY,0.02,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"IR started paying dividends 5 years ago, but there is no recorded dividend growth in the last 4 years."
KHC,2025-03-06,2025-03-07,2025-04-29,2025-03-28,The Kraft Heinz Company,1.6,30.43,30.34,5.27,70.8,EQUITY,0.4,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"KHC started paying dividends 11 years ago, but there is no recorded dividend growth in the last 5 years."
YUM,2025-02-20,2025-02-21,2025-04-29,2025-03-07,"Yum! Brands, Inc.",2.84,157.36,158.92,1.79,51.34,EQUITY,0.71,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 5.63% increase.,"YUM started paying dividends 22 years ago, and dividends have been growing for 8 years. Dividend Growth Rate for the last 5 years is 8.60%."
CTSH,2025-02-17,2025-02-18,2025-04-29,2025-02-26,Cognizant Technology Solutions ,1.24,76.5,76.45,1.62,26.61,EQUITY,0.31,Payout Ratio falls within the low risk (<35%).,Reflecting a 3.23% increase.,"CTSH started paying dividends 9 years ago, and dividends have been growing for 8 years. Dividend Growth Rate for the last 5 years is 7.10%."
DAL,2025-02-26,2025-02-27,2025-04-09,2025-03-20,"Delta Air Lines, Inc.",0.6,43.6,42.42,1.41,9.38,EQUITY,0.15,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"DAL started paying dividends 11 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 22.47%."
EXC,2025-02-23,2025-02-24,2025-05-01,2025-03-14,Exelon Corporation,1.6,46.08,45.92,3.48,62.04,EQUITY,0.4,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 5.00% increase.,"EXC started paying dividends 53 years ago, and dividends have been growing for 12 years. Dividend Growth Rate for the last 5 years is 7.92%."
EA,2025-02-25,2025-02-26,2025-05-06,2025-03-19,Electronic Arts Inc.,0.76,144.52,145.67,0.52,19.34,EQUITY,0.19,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"EA started paying dividends 6 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 2.25%."
CTVA,2025-03-02,2025-03-03,2025-05-07,2025-03-17,"Corteva, Inc.",0.68,62.93,63.55,1.07,54.1,EQUITY,0.17,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"CTVA started paying dividends 7 years ago, and dividends have been growing for 6 years. Dividend Growth Rate for the last 5 years is 5.51%."
XEL,2025-03-13,2025-03-14,2025-04-23,2025-04-20,Xcel Energy Inc.,2.28,70.79,70.72,3.22,63.66,EQUITY,0.57,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 3.86% increase.,"XEL started paying dividends 42 years ago, and dividends have been growing for 23 years. Dividend Growth Rate for the last 5 years is 5.80%."
ODFL,2025-03-04,2025-03-05,2025-04-23,2025-03-19,"Old Dominion Freight Line, Inc.",1.12,165.45,167.09,0.67,18.98,EQUITY,0.28,Payout Ratio falls within the low risk (<35%).,Reflecting a 7.14% increase.,"ODFL started paying dividends 9 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 30.14%."
WTKWY,2025-05-19,2025-05-20,2025-02-26,2024-09-26,Wolters Kluwer N.V.,2.5,155.47,155.8,1.6,48.68,EQUITY,0.907,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a -59.76% cut.,WTKWY has just started to pay dividends.
