Symbol,shortName,dividendRate,lastDividendValue,previousClose,currentPrice,dividendYield,payoutRatio,quoteType,trailingAnnualDividendRate,trailingAnnualDividendYield,AnnualRate,message,DividendDate,ExDividendDate,EarningsDate,payoutdate,buy_date,hist,insight
NCA,Nuveen California Municipal Val,0.0875,0.029,8.57,8.6,405.0,65.66000600000001,EQUITY,0.348,0.040606767,0.35,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2019-01-31,2025-02-14,2025-05-03,2019-02-01,2025-02-13,Reflecting a 201.72413793103442% increase., NCA first paid dividend 39 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 5.07%
PCB,PCB Bancorp,0.2,0.2,19.12,19.32,413.0,41.38,EQUITY,0.72,0.037656903,0.8,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-02-20,2025-02-14,2025-04-23,2025-02-21,2025-02-13,This is line with previous dividend., PCB first paid dividend 8 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 5.41%
UNTC,Unit Corp.,1.25,3.25,27.21,27.4,1829.0,66.21000000000001,EQUITY,6.25,0.22969498,5.0,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2024-12-26,2024-12-17,2025-03-14,2024-12-27,2024-12-16,Reflecting a 0.38461538461538464% cut., UNTC first paid dividend 1 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 160.00%
FRST,Primis Financial Corp.,0.1,0.1,10.52,10.58,377.0,100.0,EQUITY,0.4,0.038022812,0.4,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-02-25,2025-02-12,2025-04-23,2025-02-26,2025-02-11,This is line with previous dividend., FRST first paid dividend 14 years ago but dividends are growing only for 7 years. Dividend Growth Rate for last 5 years is 0.00%
CZNC,Citizens & Northern Corp,0.28,0.28,20.72,20.97,534.0,66.269994,EQUITY,1.12,0.054054055,1.12,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-02-13,2025-02-03,2025-04-23,2025-02-14,2025-02-02,This is line with previous dividend., CZNC first paid dividend 30 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 0.00%
BYM,Blackrock Municipal Income Qual,0.1675,0.056,11.19,11.19,595.0,110.66,EQUITY,0.572,0.051117074,0.67,"Payout Ratio falls within the ""high risk"" range (>75%).",,,,,,Reflecting a 199.1071428571429% increase., BYM first paid dividend 24 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
JMSB,"John Marshall Bancorp, Inc.",0.0625,0.25,18.33,18.59,137.0,20.830000000000002,EQUITY,0.25,0.013638844,0.25,"Payout Ratio falls within the ""low risk"" range (<35%).",,,,,,Reflecting a 0.25% cut., JMSB first paid dividend 3 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 7.72%
IMMR,Immersion Corporation,0.045,0.245,8.35,8.19,220.00000000000003,8.3500005,EQUITY,0.165,0.019760478,0.18,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-01-23,2025-01-10,2025-05-06,2025-01-24,2025-01-09,Reflecting a 0.1836734693877551% cut., IMMR first paid dividend 3 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 185.77%
FVR,"FrontView REIT, Inc.",0.215,0.215,17.36,17.46,493.0,0.0,EQUITY,0.0,0.0,0.86,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-01-14,2024-12-31,2025-03-19,2025-01-15,2024-12-30,This is line with previous dividend., FVR first paid dividend 1 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
PKE,Park Aerospace Corp.,0.125,0.125,13.56,13.65,366.0,138.89000000000001,EQUITY,0.5,0.036873154,0.5,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-02-03,2025-01-03,2025-01-14,2025-02-04,2025-01-02,This is line with previous dividend., PKE first paid dividend 39 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
OIA,Invesco Municipal Income Opport,0.0875,0.029,6.12,6.17,566.0,49.1,EQUITY,0.337,0.055065364,0.35,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",,,,,,Reflecting a 201.72413793103442% increase., OIA first paid dividend 38 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
EDD,Morgan Stanley Emerging Markets,0.09,0.16,4.79,4.835,844.9999999999999,82.86,EQUITY,0.0,0.0,0.36,"Payout Ratio falls within the ""high risk"" range (>75%).",,,,,,Reflecting a 0.5625% cut., EDD first paid dividend 18 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 21.14%
NEN,New England Realty Associates L,0.4,0.4,82.7,82.0,195.0,41.36,EQUITY,1.6,0.019347038,1.6,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2024-12-30,2024-12-16,2025-03-14,2024-12-31,2024-12-15,This is line with previous dividend., NEN first paid dividend 37 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is -80.00%
DSM,Dreyfus Strategic Municipal Bon,0.055,0.018,5.97,6.03,358.0,32.729998,EQUITY,0.216,0.036180906,0.22,"Payout Ratio falls within the ""low risk"" range (<35%).",,,,,,Reflecting a 205.55555555555557% increase., DSM first paid dividend 36 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
SCD,LMP Capital and Income Fund Inc,0.36,0.113,16.82,16.68,863.0000000000001,26.590002000000002,EQUITY,1.356,0.08061831,1.44,"Payout Ratio falls within the ""low risk"" range (<35%).",,,,,,Reflecting a 218.58407079646014% increase., SCD first paid dividend 22 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
BGT,BlackRock Floating Rate Income ,0.36,0.12,12.55,12.55,1150.0,101.18,EQUITY,1.41,0.11235059,1.44,"Payout Ratio falls within the ""high risk"" range (>75%).",,,,,,Reflecting a 200.0% increase., BGT first paid dividend 22 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 5.41%
RMM,RiverNorth Managed Duration Mun,0.2725,0.091,15.08,15.16,850.0,114.80999999999999,EQUITY,0.0,0.0,1.09,"Payout Ratio falls within the ""high risk"" range (>75%).",,,,,,Reflecting a 199.4505494505495% increase., RMM first paid dividend 7 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
BCML,BayCom Corp,0.15,0.15,26.83,27.37,218.00000000000003,21.43,EQUITY,0.45,0.01677227,0.6,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-04-09,2025-03-13,2025-04-16,2025-04-10,2025-03-12,This is line with previous dividend., BCML first paid dividend 3 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 50.00%
CZFS,"Citizens Financial Services, In",0.49,0.49,59.91,61.4,319.0,33.42,EQUITY,1.95,0.032548822,1.96,"Payout Ratio falls within the ""low risk"" range (<35%).",2024-12-26,2024-12-13,2025-04-23,2024-12-27,2024-12-12,This is line with previous dividend., CZFS first paid dividend 24 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 1.00%
AUDC,AudioCodes Ltd.,0.09,0.18,11.33,11.23,321.0,72.0,EQUITY,0.36,0.03177405,0.36,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-03-05,2025-02-20,2025-05-05,2025-03-06,2025-02-19,Reflecting a 0.5% cut., AUDC first paid dividend 7 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
JGH,Nuveen Global High Income Fund ,0.31,0.104,13.33,13.29,1193.0,94.12,EQUITY,0.0,0.0,1.24,"Payout Ratio falls within the ""high risk"" range (>75%).",,,,,,Reflecting a 198.0769230769231% increase., JGH first paid dividend 11 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
FNLC,"First Bancorp, Inc (ME)",0.36,0.36,25.4,25.67,560.0,58.849996000000004,EQUITY,1.43,0.05629921,1.44,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-01-15,2025-01-06,2025-04-15,2025-01-16,2025-01-05,This is line with previous dividend., FNLC first paid dividend 27 years ago but dividends are growing only for 8 years. Dividend Growth Rate for last 5 years is 3.71%
PMO,Putnam Municipal Opportunities ,0.105,0.035,10.675,10.76,390.0,19.530001,EQUITY,0.619,0.05798595,0.42,"Payout Ratio falls within the ""low risk"" range (<35%).",,,,,,Reflecting a 199.99999999999994% increase., PMO first paid dividend 33 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
INBK,First Internet Bancorp,0.06,0.06,29.98,30.55,80.0,8.33,EQUITY,0.24,0.008005337,0.24,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-01-14,2024-12-31,2025-04-22,2025-01-15,2024-12-30,This is line with previous dividend., INBK first paid dividend 13 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
RGP,"Resources Connection, Inc.",0.14,0.14,7.41,7.32,765.0,155.55999,EQUITY,0.56,0.07557355,0.56,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-03-13,2025-02-14,2025-04-01,2025-03-14,2025-02-13,This is line with previous dividend., RGP first paid dividend 17 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
OBT,"Orange County Bancorp, Inc.",0.13,0.25,25.48,25.61,202.99999999999997,19.03,EQUITY,0.47,0.01844584,0.52,"Payout Ratio falls within the ""low risk"" range (<35%).",,,,,,Reflecting a 0.52% cut., OBT first paid dividend 17 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 117.39%
MIN,MFS Intermediate Income Trust,0.06,0.02,2.71,2.71,888.0000000000001,101.15,EQUITY,0.243,0.089667894,0.24,"Payout Ratio falls within the ""high risk"" range (>75%).",,,,,,Reflecting a 200.0% increase., MIN first paid dividend 38 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
TPVG,TriplePoint Venture Growth BDC ,0.3,0.3,8.01,7.95,1509.0,750.0,EQUITY,1.5,0.18726592,1.2,"Payout Ratio falls within the ""high risk"" range (>75%).",2024-12-26,2024-12-13,2025-03-05,2024-12-27,2024-12-12,This is line with previous dividend., TPVG first paid dividend 11 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is -25.00%
REFI,Chicago Atlantic Real Estate Fi,0.47,0.65,15.87,16.05,1172.0,94.0,EQUITY,1.88,0.11846251,1.88,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-01-12,2024-12-31,2025-03-10,2025-01-13,2024-12-30,Reflecting a 0.7230769230769231% cut., REFI first paid dividend 3 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 38.30%
NBH,36814,0.1625,0.054,10.69,10.81,601.0,29.98,EQUITY,0.519,0.048550047,0.65,"Payout Ratio falls within the ""low risk"" range (<35%).",,,,,,Reflecting a 200.92592592592595% increase., NBH first paid dividend 24 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
COFS,"ChoiceOne Financial Services, I",0.28,0.28,31.8,31.82,351.0,33.540002,EQUITY,1.09,0.03427673,1.12,"Payout Ratio falls within the ""low risk"" range (<35%).",2024-12-30,2024-12-13,2025-04-22,2024-12-31,2024-12-12,This is line with previous dividend., COFS first paid dividend 22 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 3.85%
NECB,"NorthEast Community Bancorp, In",0.15,0.15,23.08,23.24,259.0,13.969999999999999,EQUITY,0.5,0.021663778,0.6,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-02-04,2025-01-03,2025-04-23,2025-02-05,2025-01-02,This is line with previous dividend., NECB first paid dividend 19 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
JAKK,"JAKKS Pacific, Inc.",0.25,0.7,28.83,27.75,360.0,0.0,EQUITY,0.0,0.0,1.0,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-03-30,2025-03-03,2025-04-22,2025-03-31,2025-03-02,Reflecting a 0.35714285714285715% cut., JAKK first paid dividend 3 years ago but dividends are growing only for 12 years. Dividend Growth Rate for last 5 years is 0.00%
RFI,Cohen & Steers Total Return Rea,0.24,0.08,12.16,12.28,782.0,137.14,EQUITY,0.96,0.078947365,0.96,"Payout Ratio falls within the ""high risk"" range (>75%).",,,,,,Reflecting a 200.0% increase., RFI first paid dividend 32 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
ACP,Aberdeen Income Credit Strategi,0.2325,0.078,6.09,6.1,1525.0,96.769994,EQUITY,1.2,0.19704434,0.93,"Payout Ratio falls within the ""high risk"" range (>75%).",,,,,,Reflecting a 198.0769230769231% increase., ACP first paid dividend 15 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
AFB,AllianceBernstein National Muni,0.12,0.04,11.2,11.25,423.00000000000006,19.2,EQUITY,0.402,0.03589286,0.48,"Payout Ratio falls within the ""low risk"" range (<35%).",2019-02-14,2025-03-06,2025-03-20,2019-02-15,2025-03-05,Reflecting a 200.0% increase., AFB first paid dividend 24 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
FSBW,"FS Bancorp, Inc.",0.28,0.28,38.26,38.78,289.0,24.309998999999998,EQUITY,1.06,0.027705174,1.12,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-02-19,2025-02-06,2025-04-22,2025-02-20,2025-02-05,This is line with previous dividend., FSBW first paid dividend 13 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is -2.27%
MPX,Marine Products Corporation,0.14,0.14,8.59,8.62,650.0,112.00000000000001,EQUITY,0.56,0.06519208,0.56,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-03-09,2025-02-10,2025-04-23,2025-03-10,2025-02-09,This is line with previous dividend., MPX first paid dividend 23 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
SPXX,Nuveen S&P 500 Dynamic Overwrit,0.3375,0.338,18.33,18.28,739.0,46.67,EQUITY,1.176,0.06415712,1.35,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",,,,,,Reflecting a 0.9985207100591716% cut., SPXX first paid dividend 19 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 8.38%
BGH,Barings Global Short Duration H,0.3175,0.122,15.97,15.95,1049.0,88.62,EQUITY,0.0,0.0,1.27,"Payout Ratio falls within the ""high risk"" range (>75%).",,,,,,Reflecting a 160.24590163934425% increase., BGH first paid dividend 14 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 15.09%
CVEO,Civeo Corporation (Canada),0.25,0.25,26.68,26.96,375.0,71.43,EQUITY,1.0,0.03748126,1.0,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-03-16,2025-02-24,2025-02-27,2025-03-17,2025-02-23,This is line with previous dividend., CVEO first paid dividend 4 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
NCV,AllianzGI Convertible & Income ,0.1025,0.136,13.77,13.65,1248.0,462.78,EQUITY,1.7,0.12345679,0.41,"Payout Ratio falls within the ""high risk"" range (>75%).",,,,,,Reflecting a 0.7536764705882352% cut., NCV first paid dividend 23 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 300.00%
CIX,CompX International Inc.,0.3,0.3,24.06,24.47,490.00000000000006,75.16000000000001,EQUITY,1.15,0.047797173,1.2,"Payout Ratio falls within the ""high risk"" range (>75%).",2024-12-09,2024-11-29,2025-02-26,2024-12-10,2024-11-28,This is line with previous dividend., CIX first paid dividend 26 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
MHN,Blackrock MuniHoldings New York,0.155,0.052,10.49,10.53,587.0,106.96000000000001,EQUITY,0.482,0.045948524,0.62,"Payout Ratio falls within the ""high risk"" range (>75%).",,,,,,Reflecting a 198.0769230769231% increase., MHN first paid dividend 29 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
SSBK,"Southern States Bancshares, Inc",0.09,0.09,31.46,32.12,112.00000000000001,9.810001,EQUITY,0.36,0.011443103,0.36,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-02-13,2025-02-03,2025-01-21,2025-02-14,2025-02-02,This is line with previous dividend., SSBK first paid dividend 5 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
ARTNA,Artesian Resources Corporation,0.3025,0.301,32.12,32.85,366.0,60.019999999999996,EQUITY,1.17,0.036425903,1.21,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-02-20,2025-02-07,2025-03-11,2025-02-21,2025-02-06,Reflecting a 0.4983388704318914% increase., ARTNA first paid dividend 32 years ago but dividends are growing only for 16 years. Dividend Growth Rate for last 5 years is 3.78%
CIVB,"Civista Bancshares, Inc.",0.17,0.17,20.64,20.83,329.0,31.840000000000003,EQUITY,0.64,0.031007752,0.68,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-02-17,2025-02-04,2025-04-28,2025-02-18,2025-02-03,This is line with previous dividend., CIVB first paid dividend 24 years ago but dividends are growing only for 8 years. Dividend Growth Rate for last 5 years is 9.10%
SPOK,"Spok Holdings, Inc.",0.3125,0.313,16.55,16.92,739.0,176.06,EQUITY,1.25,0.0755287,1.25,"Payout Ratio falls within the ""high risk"" range (>75%).",2024-12-08,2024-11-18,2025-02-26,2024-12-09,2024-11-17,Reflecting a 0.9984025559105432% cut., SPOK first paid dividend 20 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
NATH,"Nathan's Famous, Inc.",0.5,0.5,100.13,100.79,198.0,34.48,EQUITY,2.0,0.019974034,2.0,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-02-27,2025-02-18,2025-02-06,2025-02-28,2025-02-17,This is line with previous dividend., NATH first paid dividend 10 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
AWP,Aberdeen Global Premier Propert,0.12,0.04,3.95,3.97,1209.0,43.240002,EQUITY,0.48,0.121518984,0.48,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",,,,,,Reflecting a 200.0% increase., AWP first paid dividend 19 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
MIY,Blackrock MuniYield Michigan Qu,0.1625,0.055,11.6,11.69,559.0,80.31,EQUITY,0.51,0.043965515,0.65,"Payout Ratio falls within the ""high risk"" range (>75%).",2019-01-31,2025-02-14,2025-04-01,2019-02-01,2025-02-13,Reflecting a 195.45454545454547% increase., MIY first paid dividend 33 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
ACNB,ACNB Corporation,0.32,0.32,40.82,40.84,313.0,33.78,EQUITY,1.26,0.030867223,1.28,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-13,2025-02-28,2025-04-23,2025-03-14,2025-02-27,This is line with previous dividend., ACNB first paid dividend 27 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 6.37%
BRY,Berry Corporation (bry),0.145,0.03,4.21,4.16,1391.0,70.37,EQUITY,0.58,0.13776721,0.58,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2024-12-15,2024-11-15,2025-03-12,2024-12-16,2024-11-14,Reflecting a 383.3333333333333% increase., BRY first paid dividend 7 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is -88.46%
SAR,Saratoga Investment Corp New,0.75,1.09,25.77,25.78,1164.0,146.22,EQUITY,2.95,0.11447419,3.0,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-06-23,2025-03-06,2025-05-05,2025-06-24,2025-03-05,Reflecting a 0.6880733944954128% cut., SAR first paid dividend 18 years ago but dividends are growing only for 5 years. Dividend Growth Rate for last 5 years is 22.20%
ACRE,Ares Commercial Real Estate Cor,0.15,0.25,4.9,4.88,1224.0,2266.6698,EQUITY,1.0,0.20408162,0.6,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-04-14,2025-03-31,2025-05-07,2025-04-15,2025-03-30,Reflecting a 0.6% cut., ACRE first paid dividend 13 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
NEWT,"NewtekOne, Inc.",0.19,0.19,12.46,12.2,623.0,33.330002,EQUITY,0.75,0.060192615,0.76,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-01-12,2024-12-31,2025-02-26,2025-01-13,2024-12-30,This is line with previous dividend., NEWT first paid dividend 11 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 2.74%
BGR,BlackRock Energy and Resources ,0.2925,0.097,13.48,13.32,877.0,39.419997,EQUITY,0.788,0.058456976,1.17,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2019-01-30,2025-02-14,2025-03-04,2019-01-31,2025-02-13,Reflecting a 201.5463917525773% increase., BGR first paid dividend 21 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 21.23%
BRT,BRT Apartments Corp. (MD),0.25,0.25,17.48,17.82,561.0,500.0,EQUITY,1.0,0.05720824,1.0,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-01-05,2024-12-23,2025-03-10,2025-01-06,2024-12-22,This is line with previous dividend., BRT first paid dividend 20 years ago but dividends are growing only for 6 years. Dividend Growth Rate for last 5 years is 2.59%
RMR,The RMR Group Inc.,0.45,0.45,17.9,18.33,982.0,130.60001,EQUITY,1.8,0.10055866,1.8,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-02-19,2025-01-27,2025-05-05,2025-02-20,2025-01-26,This is line with previous dividend., RMR first paid dividend 10 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
BFZ,BlackRock California Municipal ,0.1775,0.059,11.34,11.4,621.0,146.34,EQUITY,0.58,0.05114638,0.71,"Payout Ratio falls within the ""high risk"" range (>75%).",,,,,,Reflecting a 200.84745762711864% increase., BFZ first paid dividend 25 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 15.69%
PPT,Putnam Premier Income Trust,0.0775,0.026,3.58,3.58,872.0000000000001,91.760004,EQUITY,0.312,0.08715084,0.31,"Payout Ratio falls within the ""high risk"" range (>75%).",,,,,,Reflecting a 198.0769230769231% increase., PPT first paid dividend 38 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
EFT,Eaton Vance Floating Rate Incom,0.2825,0.094,13.2,13.21,853.9999999999999,95.62999599999999,EQUITY,1.38,0.10454546,1.13,"Payout Ratio falls within the ""high risk"" range (>75%).",,,,,,Reflecting a 200.531914893617% increase., EFT first paid dividend 22 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
RM,Regional Management Corp.,0.3,0.3,32.86,32.77,365.0,28.99,EQUITY,1.2,0.036518563,1.2,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-12,2025-02-20,2025-04-29,2025-03-13,2025-02-19,This is line with previous dividend., RM first paid dividend 6 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
ASG,"Liberty All-Star Growth Fund, I",0.12,0.12,5.28,5.26,913.0000000000001,74.58,EQUITY,0.44,0.08333333,0.48,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",,,,,,This is line with previous dividend., ASG first paid dividend 39 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 4.45%
PFL,PIMCO Income Strategy Fund Shar,0.245,0.081,8.51,8.54,1144.0,100.69999999999999,EQUITY,0.977,0.11480611,0.98,"Payout Ratio falls within the ""high risk"" range (>75%).",,,,,,Reflecting a 202.4691358024691% increase., PFL first paid dividend 23 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
SOR,"Source Capital, Inc. Cmn Shs of",0.625,0.208,42.485,42.444,589.0,41.04,EQUITY,2.5,0.058844298,2.5,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-03-30,2025-03-14,2025-03-06,2025-03-31,2025-03-13,Reflecting a 200.48076923076925% increase., SOR first paid dividend 39 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
JFIN,Jiayin Group Inc.,0.225,0.5,9.48,9.08,1003.9999999999999,29.599999999999998,EQUITY,6.261,0.66044307,0.9,"Payout Ratio falls within the ""low risk"" range (<35%).",2024-09-05,2024-08-27,2025-03-28,2024-09-06,2024-08-26,Reflecting a 0.45% cut., JFIN first paid dividend 2 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
JOUT,Johnson Outdoors Inc.,0.33,0.33,27.54,28.2,468.0,272.33999,EQUITY,1.32,0.047930285,1.32,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-01-22,2025-01-10,2025-05-01,2025-01-23,2025-01-09,This is line with previous dividend., JOUT first paid dividend 15 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
WEYS,"Weyco Group, Inc.",0.26,2.26,35.53,35.46,293.0,33.77,EQUITY,1.03,0.028989587,1.04,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-01-01,2024-11-18,2025-03-04,2025-01-02,2024-11-17,Reflecting a 0.11504424778761063% cut., WEYS first paid dividend 39 years ago but dividends are growing only for 13 years. Dividend Growth Rate for last 5 years is 56.60%
QUAD,"Quad Graphics, Inc",0.075,0.05,6.19,6.26,479.0,0.0,EQUITY,0.2,0.032310177,0.3,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-03-13,2025-02-28,2025-04-28,2025-03-14,2025-02-27,Reflecting a 49.99999999999998% increase., QUAD first paid dividend 11 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
USCB,"USCB Financial Holdings, Inc.",0.1,0.1,18.84,19.09,210.0,14.42,EQUITY,0.2,0.010615711,0.4,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-04,2025-02-14,2025-04-23,2025-03-05,2025-02-13,This is line with previous dividend., USCB first paid dividend 2 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 100.00%
FOF,Cohen & Steers Closed-End Oppor,0.26,0.087,12.41,12.4,1055.0,137.36999,EQUITY,0.0,0.0,1.04,"Payout Ratio falls within the ""high risk"" range (>75%).",,,,,,Reflecting a 198.85057471264372% increase., FOF first paid dividend 20 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
LXFR,Luxfer Holdings PLC,0.13,0.13,13.95,13.83,376.0,162.5,EQUITY,0.52,0.037275985,0.52,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-02-04,2025-01-27,2025-02-25,2025-02-05,2025-01-26,This is line with previous dividend., LXFR first paid dividend 13 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
NAN,Nuveen New York Quality Municip,0.215,0.072,11.73,11.79,768.0,56.11999600000001,EQUITY,0.606,0.051662408,0.86,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",,,,,,Reflecting a 198.61111111111111% increase., NAN first paid dividend 27 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
NLCP,"NewLake Capital Partners, Inc.",0.43,0.43,15.73,15.9,1078.0,127.48001,EQUITY,1.67,0.106166564,1.72,"Payout Ratio falls within the ""high risk"" range (>75%).",,,,,,This is line with previous dividend., NLCP first paid dividend 4 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 37.59%
RBB,RBB Bancorp,0.16,0.16,17.1,17.46,367.0,43.54,EQUITY,0.64,0.0374269,0.64,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-02-11,2025-01-31,2025-04-21,2025-02-12,2025-01-30,This is line with previous dividend., RBB first paid dividend 9 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
