symbol|shortName|dividendRate|previousClose|currentPrice|dividendYield|payoutRatio|quoteType|dividend|date|message|Ex-Dividend Date|Dividend Date|Earnings Date|payoutdate|buy_date|hist|insight
AILIN| AMEREN ILLINOIS CO 4.42% CUM SE |4.42|0.0|71.21|6.21||EQUITY|1.105|2025-01-13| Payout Ratio falls within the  high risk  range (>75%). |2025-01-13|2024-01-31|2025-05-05|2024-02-01|2025-01-12| This is line with previous dividend. | AILIN dividend growth is zero. 
IVR-PC| INVESCO MORTGAGE CAPITAL INC 7. |1.88|24.43|24.53|7.64||EQUITY|0.46875|2025-03-05| Payout Ratio falls within the  high risk  range (>75%). |2025-03-05|2025-03-26|2025-05-06|2025-03-27|2025-03-04| This is line with previous dividend. | IVR-PC dividend growth is zero. 
WLYB| John Wiley & Sons  Inc. |1.41|44.65|44.8|3.15|190.2|EQUITY|0.3525|2024-12-26| Payout Ratio falls within the  high risk  range (>75%). |2025-04-08|2025-04-23|2025-06-11|2025-04-24|2025-04-07| This is line with previous dividend. | WLYB dividend growth is zero. 
NGL-PB| NGL ENERGY PARTNERS LP 9.00% |3.07|24.0|23.95|12.84||EQUITY|0.7542|2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |2025-04-01|2025-04-14|2025-06-04|2025-04-15|2025-03-31| This is line with previous dividend. | NGL-PB dividend growth is zero. 
GDV-PH| The Gabelli Dividend & Income T |1.34|23.7501|23.757|5.66||EQUITY|0.3359|2025-03-19| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | GDV-PH dividend growth is zero. 
FISK| Empire State Realty OP  L.P. Se |0.14|8.06|7.76|1.8|50.0|EQUITY|0.035|2024-12-16| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-14|2025-03-30|2025-05-05|2025-03-31|2025-03-13| This is line with previous dividend. | FISK dividend growth is zero. 
NGL-PC| NGL ENERGY PARTNERS LP 9.625% |3.07|24.05|24.04|12.76||EQUITY|0.7486|2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |2025-04-01|2025-04-14|2025-06-04|2025-04-15|2025-03-31| This is line with previous dividend. | NGL-PC dividend growth is zero. 
BFS-PD| Saul Centers  Inc. Depositary S |1.53|21.31|21.2|7.22||EQUITY|0.382813|2025-01-02| Payout Ratio falls within the  high risk  range (>75%). |2025-04-01|2025-04-14|2025-04-30|2025-04-15|2025-03-31| This is line with previous dividend. | BFS-PD dividend growth is zero. 
OGCP| Empire State Realty OP  L.P. Se |0.14|9.0|7.7|1.82|50.0|EQUITY|0.035|2024-12-16| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-14|2025-03-30|2025-05-05|2025-03-31|2025-03-13| This is line with previous dividend. | OGCP dividend growth is zero. 
PMT-PA| PennyMac Mortgage Investment Tr |2.03|24.58|24.75|8.21||EQUITY|0.507813|2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |2025-02-28|2025-03-16|2025-04-22|2025-03-17|2025-02-27| This is line with previous dividend. | PMT-PA dividend growth is zero. 
GNL-PA| Global Net Lease  Inc. 7.25% Se |1.81|22.62|22.5|8.06||EQUITY|0.453125|2025-01-03| Payout Ratio falls within the  high risk  range (>75%). |2025-04-04|2025-04-14|2025-05-05|2025-04-15|2025-04-03| This is line with previous dividend. | GNL-PA dividend growth is zero. 
PMT-PB| PennyMac Mortgage Investment Tr |2.0|24.44|24.49|8.17||EQUITY|0.5|2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |2025-02-28|2025-03-16|2025-04-22|2025-03-17|2025-02-27| This is line with previous dividend. | PMT-PB dividend growth is zero. 
GAB-PH| Gabelli Equity Trust  Inc. (The |1.25|21.1|21.15|5.91||EQUITY|0.3125|2025-03-19| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | GAB-PH dividend growth is zero. 
AHL-PD| Aspen Insurance Holdings Limite |1.41|20.12|19.89|7.07||EQUITY|0.3516|2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | AHL-PD dividend growth is zero. 
NYMTN| New York Mortgage Trust  Inc. - |2.0|22.51|22.3701|8.94||EQUITY|0.5|2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |2025-04-01|2025-01-14|2025-04-29|2025-01-15|2025-03-31| This is line with previous dividend. | NYMTN dividend growth is zero. 
CODI-PA| Compass Diversified Holdings 7. |1.81|22.15|22.14|8.19||EQUITY|0.453125|2025-01-15| Payout Ratio falls within the  high risk  range (>75%). |2025-01-15|2025-01-29|2025-04-29|2025-01-30|2025-01-14| This is line with previous dividend. | CODI-PA dividend growth is zero. 
CODI-PB| Compass Diversified Holdings 7. |1.97|22.7|22.66|8.69||EQUITY|0.492188|2025-01-15| Payout Ratio falls within the  high risk  range (>75%). |2025-01-15|2025-01-29|2025-04-29|2025-01-30|2025-01-14| This is line with previous dividend. | CODI-PB dividend growth is zero. 
GLOP-PB| GasLog Partners LP 8.200% Serie |2.61|25.65|25.7701|10.14||EQUITY|0.653083|2025-03-10| Payout Ratio falls within the  high risk  range (>75%). |2025-03-10|2025-03-16|2025-05-08|2025-03-17|2025-03-09| This is line with previous dividend. | GLOP-PB dividend growth is zero. 
GLOP-PC| GasLog Partners LP 8.500% Serie |2.48|25.7|25.725|9.65||EQUITY|0.620458|2025-03-10| Payout Ratio falls within the  high risk  range (>75%). |2025-03-10|2025-03-16|2025-05-08|2025-03-17|2025-03-09| This is line with previous dividend. | GLOP-PC dividend growth is zero. 
GLOP-PA| GasLog Partners LP 8.625% Serie |2.16|25.595|25.6179|8.26||EQUITY|0.539063|2025-03-10| Payout Ratio falls within the  high risk  range (>75%). |2025-03-10|2025-03-16|2025-05-08|2025-03-17|2025-03-09| This is line with previous dividend. | GLOP-PA dividend growth is zero. 
BELFB| Bel Fuse Inc. |0.28|77.3|74.2|0.38|9.03|EQUITY|0.07|2025-01-15| Payout Ratio falls within the  low risk  range (<35%). |2025-04-15|2025-04-30|2025-04-23|2025-05-01|2025-04-14| This is line with previous dividend. |  BELFB first paid dividend 27 years ago but dividends are growing only for 18 years. Dividend Growth Rate for last 5 years is 0.00% 
AHH-PA| Armada Hoffler Properties  Inc. |1.69|22.44|22.45|7.52||EQUITY|0.421875|2025-01-02| Payout Ratio falls within the  high risk  range (>75%). |2025-04-01|2025-04-14|2025-05-07|2025-04-15|2025-03-31| This is line with previous dividend. | AHH-PA dividend growth is zero. 
HL-PB| Hecla Mining Company Preferred  |3.5|51.45|51.25|6.83||EQUITY|0.875|2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |2025-03-14|2025-03-31|2025-05-06|2025-04-01|2025-03-13| This is line with previous dividend. | HL-PB dividend growth is zero. 
INN-PE| Summit Hotel Properties  Inc. 6 |1.56|19.95|20.04|7.8||EQUITY|0.390625|2025-02-14| Payout Ratio falls within the  high risk  range (>75%). |2025-02-14|2025-02-27|2025-04-30|2025-02-28|2025-02-13| This is line with previous dividend. | INN-PE dividend growth is zero. 
IIPR-PA| Innovative Industrial Propertie |2.25|25.0|25.14|8.95||EQUITY|0.5625|2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |2025-03-31|2025-04-14|2025-05-06|2025-04-15|2025-03-30| This is line with previous dividend. | IIPR-PA dividend growth is zero. 
GTN-A| Gray Media  Inc. |0.32|8.0|7.89|4.06|9.52|EQUITY|0.08|2025-03-14| Payout Ratio falls within the  low risk  range (<35%). |2025-03-14|2025-03-30|2025-05-05|2025-03-31|2025-03-13| This is line with previous dividend. | GTN-A dividend growth is zero. 
KELYB| Kelly Services  Inc. |0.3|14.0|13.54|2.22|25.86|EQUITY|0.075|2025-02-26| Payout Ratio falls within the  low risk  range (<35%). |2025-02-26|2025-03-11|2025-05-07|2025-03-12|2025-02-25| This is line with previous dividend. | KELYB dividend growth is zero. 
CMRE-PB| Costamare Inc. Perpetual Prefer |1.91|25.56|25.6026|7.45||EQUITY|0.476563|2025-01-14| Payout Ratio falls within the  high risk  range (>75%). |2025-01-14|2025-01-14|2025-05-10|2025-01-15|2025-01-13| This is line with previous dividend. | CMRE-PB dividend growth is zero. 
AGM-PD| Federal Agricultural Mortgage C |1.43|22.53|22.48|6.34||EQUITY|0.35625|2025-01-02| Payout Ratio falls within the  high risk  range (>75%). |2025-04-01|2025-04-16|2025-05-05|2025-04-17|2025-03-31| This is line with previous dividend. | AGM-PD dividend growth is zero. 
CMRE-PC| Costamare Inc. Perpetual Prefer |2.13|26.23|26.48|8.02||EQUITY|0.53125|2025-01-14| Payout Ratio falls within the  high risk  range (>75%). |2025-01-14|2025-01-14|2025-05-10|2025-01-15|2025-01-13| This is line with previous dividend. | CMRE-PC dividend growth is zero. 
CMRE-PD| Costamare Inc. 8.75% Series D C |2.19|26.6007|26.67|8.2||EQUITY|0.546875|2025-01-14| Payout Ratio falls within the  high risk  range (>75%). |2025-01-14|2025-01-14|2025-05-10|2025-01-15|2025-01-13| This is line with previous dividend. | CMRE-PD dividend growth is zero. 
GAMI| GAMCO Investors  Inc. |0.32|23.7|23.66|1.35|6.13|EQUITY|0.08|2025-03-11| Payout Ratio falls within the  low risk  range (<35%). |2025-03-11|2024-12-30|2025-05-06|2024-12-31|2025-03-10| This is line with previous dividend. |  GAMI first paid dividend 23 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is -66.67% 
HVT-A| Haverty Furniture Companies  In |1.2|21.0|21.44|5.6|99.16|EQUITY|0.3|2025-03-06| Payout Ratio falls within the  high risk  range (>75%). |2025-03-06|2025-03-20|2025-04-29|2025-03-21|2025-03-05| This is line with previous dividend. |  HVT-A first paid dividend 39 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00% 
DGICB| Donegal Group  Inc. |0.62|16.86|16.55|3.75|40.36|EQUITY|0.155|2025-02-04| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-02-04|2025-02-17|2025-04-23|2025-02-18|2025-02-03| This is line with previous dividend. |  DGICB first paid dividend 36 years ago but dividends are growing only for 33 years. Dividend Growth Rate for last 5 years is 3.11% 
ARTNB| Artesian Resources Corp. |1.21|0.0|31.61|3.81|59.7|EQUITY|0.301|2025-02-07| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-02-07|2024-11-24|2025-05-05|2024-11-25|2025-02-06| This is line with previous dividend. |  ARTNB first paid dividend 13 years ago but dividends are growing only for 12 years. Dividend Growth Rate for last 5 years is 3.78% 
UMH-PD| UMH Properties  Inc. 6.375% Ser |1.59|22.51|22.405|7.11||EQUITY|0.398438|2025-02-18| Payout Ratio falls within the  high risk  range (>75%). |2025-02-18|2025-03-16|2025-05-01|2025-03-17|2025-02-17| This is line with previous dividend. | UMH-PD dividend growth is zero. 
MITT-PA| AG Mortgage Investment Trust  I |2.06|22.7953|22.8|9.05||EQUITY|0.51563|2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |2025-02-28|2025-03-16|2025-05-01|2025-03-17|2025-02-27| This is line with previous dividend. | MITT-PA dividend growth is zero. 
CUBI-PE| Customers Bancorp  Inc Fixed-to |2.47|25.7137|25.71|9.6||EQUITY|0.616789|2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |2025-02-28|2025-03-16|2025-04-23|2025-03-17|2025-02-27| This is line with previous dividend. | CUBI-PE dividend growth is zero. 
MITT-PB| AG Mortgage Investment Trust  I |2.0|21.73|21.79|9.18||EQUITY|0.5|2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |2025-02-28|2025-03-16|2025-05-01|2025-03-17|2025-02-27| This is line with previous dividend. | MITT-PB dividend growth is zero. 
CUBI-PF| Customers Bancorp  Inc Fixed-to |2.37|25.34|25.3|9.37||EQUITY|0.592902|2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |2025-02-28|2025-03-16|2025-04-23|2025-03-17|2025-02-27| This is line with previous dividend. | CUBI-PF dividend growth is zero. 
NCV-PA| Virtus Convertible & Income Fun |1.41|21.97|21.95|6.33||EQUITY|0.351563|2025-03-17| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | NCV-PA dividend growth is zero. 
OXLCO| Oxford Lane Capital Corp. - Pre |1.5|22.95|22.95|6.54||EQUITY|0.125|2025-03-17| Payout Ratio falls within the  high risk  range (>75%). |2025-04-16|2025-05-29|2025-05-12|2025-05-30|2025-04-15| This is line with previous dividend. | OXLCO dividend growth is zero. 
CRD-B| Crawford & Company |0.28|11.3|11.08|2.53|52.83|EQUITY|0.07|2025-02-24| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-02-24|2025-03-06|2025-04-29|2025-03-07|2025-02-23| This is line with previous dividend. | CRD-B dividend growth is zero. 
AIRTP| Air T  Inc. - Trust Preferred S |2.0|17.08|17.26|11.59||EQUITY|0.5|2025-02-14| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | AIRTP dividend growth is zero. 
GMRE-PA| Global Medical REIT Inc. Series |1.88|25.45|25.42|7.38||EQUITY|0.46875|2025-01-15| Payout Ratio falls within the  high risk  range (>75%). |2025-04-15|2025-04-29|2025-05-05|2025-04-30|2025-04-14| This is line with previous dividend. | GMRE-PA dividend growth is zero. 
LANDM| Gladstone Land Corporation - 5. |1.25|24.82|24.8831|5.02|0.0|EQUITY|0.104|2025-03-19| Payout Ratio falls within the  high risk  range (>75%). |2025-03-19|2025-03-30|2025-05-05|2025-03-31|2025-03-18| This is line with previous dividend. | LANDM dividend growth is zero. 
SPLP-PA| Steel Partners Holdings LP 6.0% |1.5|24.49|24.42|6.1||EQUITY|0.375|2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |2025-02-28|2025-03-14|2025-05-06|2025-03-15|2025-02-27| This is line with previous dividend. | SPLP-PA dividend growth is zero. 
CIO-PA| City Office REIT  Inc. 6.625% S |1.66|18.6499|18.6963|8.86||EQUITY|0.414063|2025-01-10| Payout Ratio falls within the  high risk  range (>75%). |2025-04-10|2025-04-23|2025-05-01|2025-04-24|2025-04-09| This is line with previous dividend. | CIO-PA dividend growth is zero. 
GUT-PC| Gabelli Utility Trust (The) 5.3 |1.34|24.1152|24.228|5.55||EQUITY|0.3359|2025-03-19| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | GUT-PC dividend growth is zero. 
CNTHP| Connecticut Light & Power Co. ( |3.28|0.0|53.25|6.16||EQUITY|0.82|2024-10-10| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | CNTHP dividend growth is zero. 
CNLPL| Connecticut Light & Power Co. ( |3.24|0.0|52.9|6.12||EQUITY|0.81|2025-03-10| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | CNLPL dividend growth is zero. 
NCZ-PA| Virtus Convertible & Income Fun |1.38|21.51|21.32|6.59||EQUITY|0.34375|2025-03-17| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | NCZ-PA dividend growth is zero. 
DSX-PB| Diana Shipping Inc. Perpetual P |2.22|26.4175|26.1808|8.47||EQUITY|0.5547|2025-01-14| Payout Ratio falls within the  high risk  range (>75%). |2025-01-14|2025-01-14|2025-05-26|2025-01-15|2025-01-13| This is line with previous dividend. |  DSX-PB first paid dividend 12 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.02% 
CNTHO| Connecticut Light & Power Co. ( |2.64|0.0|43.0|6.14||EQUITY|0.66|2025-03-10| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | CNTHO dividend growth is zero. 
CHMI-PB| Cherry Hill Mortgage Investment |2.55|24.6|24.6297|10.35||EQUITY|0.6739|2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |2025-03-31|2025-04-14|2025-05-05|2025-04-15|2025-03-30| This is line with previous dividend. | CHMI-PB dividend growth is zero. 
BHR-PB| Braemar Hotels & Resorts Inc. 5 |1.38|13.9562|14.09|9.76||EQUITY|0.3438|2025-03-28| Payout Ratio falls within the  high risk  range (>75%). |2025-03-28|2025-04-14|2025-05-07|2025-04-15|2025-03-27| This is line with previous dividend. | BHR-PB dividend growth is zero. 
CNTHN| Connecticut Light & Power Co. ( |2.48|0.0|40.22|6.17||EQUITY|0.62|2025-01-10| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | CNTHN dividend growth is zero. 
BHR-PD| Braemar Hotels & Resorts Inc. 8 |2.06|21.0723|20.9|9.87||EQUITY|0.5156|2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |2025-03-31|2025-04-14|2025-05-07|2025-04-15|2025-03-30| This is line with previous dividend. | BHR-PD dividend growth is zero. 
CNLHO| Connecticut Light & Power Co. ( |2.25|36.5|36.31|6.2||EQUITY|0.5625|2025-01-10| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | CNLHO dividend growth is zero. 
CNLHP| Connecticut Light & Power Co. ( |2.25|0.0|37.5|6.0||EQUITY|0.563|2025-02-10| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | CNLHP dividend growth is zero. 
CNLTP| Connecticut Light & Power Co. ( |2.2|0.0|36.0|6.11||EQUITY|0.55|2025-01-10| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | CNLTP dividend growth is zero. 
CNLTL| Connecticut Light & Power Co. ( |1.9|0.0|32.0|5.94||EQUITY|0.475|2025-01-10| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | CNLTL dividend growth is zero. 
CNPWM| Connecticut Light & Power Co. ( |2.09|34.4|34.65|6.03||EQUITY|0.523|2025-01-10| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | CNPWM dividend growth is zero. 
AHT-PF| Ashford Hospitality Trust Inc 7 |1.84|15.73|15.75|11.71||EQUITY|0.4609|2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |2025-03-31|2025-04-14|2025-05-06|2025-04-15|2025-03-30| This is line with previous dividend. | AHT-PF dividend growth is zero. 
CHMI-PA| Cherry Hill Mortgage Investment |2.05|22.1337|22.63|9.06||EQUITY|0.5125|2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |2025-03-31|2025-04-14|2025-05-05|2025-04-15|2025-03-30| This is line with previous dividend. | CHMI-PA dividend growth is zero. 
CNPWP| Connecticut Light & Power Co. ( |2.04|34.0|34.0|6.0||EQUITY|0.51|2025-01-10| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | CNPWP dividend growth is zero. 
AHT-PG| Ashford Hospitality Trust Inc 7 |1.84|15.665|15.638|11.79||EQUITY|0.4609|2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |2025-03-31|2025-04-14|2025-05-06|2025-04-15|2025-03-30| This is line with previous dividend. | AHT-PG dividend growth is zero. 
LANDP| Gladstone Land Corporation - 6. |1.5|20.26|20.26|7.4||EQUITY|0.125|2025-03-19| Payout Ratio falls within the  high risk  range (>75%). |2025-03-19|2025-03-30|2025-05-05|2025-03-31|2025-03-18| This is line with previous dividend. | LANDP dividend growth is zero. 
CNLPM| Connecticut Light & Power Co. ( |2.06|35.0|34.4|5.99||EQUITY|0.515|2025-01-10| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | CNLPM dividend growth is zero. 
AHT-PH| Ashford Hospitality Trust Inc 7 |1.88|15.85|15.7437|11.91||EQUITY|0.46875|2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |2025-03-31|2025-04-14|2025-05-06|2025-04-15|2025-03-30| This is line with previous dividend. | AHT-PH dividend growth is zero. 
CNLTN| Connecticut Light & Power Co. ( |2.0|0.0|33.25|6.02||EQUITY|0.5|2025-01-10| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | CNLTN dividend growth is zero. 
AHT-PD| Ashford Hospitality Trust Inc 8 |2.11|19.93|19.921|10.6||EQUITY|0.5281|2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |2025-03-31|2025-04-14|2025-05-06|2025-04-15|2025-03-30| This is line with previous dividend. | AHT-PD dividend growth is zero. 
AHT-PI| Ashford Hospitality Trust Inc 7 |1.88|15.99|15.8|11.87||EQUITY|0.46875|2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |2025-03-31|2025-04-14|2025-05-06|2025-04-15|2025-03-30| This is line with previous dividend. | AHT-PI dividend growth is zero. 
FGPRB| Ferrellgas Partners  L.P. ||0.0|125.04||0.0|EQUITY|76.92|2024-04-10| Payout Ratio falls within the  high risk  range (>75%). |2024-04-10|2024-04-08|2025-06-17|2024-04-09|2024-04-09| This is line with previous dividend. | FGPRB dividend growth is zero. 
CNLHN| Connecticut Light & Power Co. ( |1.95|0.0|35.0|5.57||EQUITY|0.488|2025-02-10| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | CNLHN dividend growth is zero. 
SB-PD| Safe Bulkers  Inc Perpetual Pre |2.0|25.6|25.6|7.81||EQUITY|0.5|2025-01-17| Payout Ratio falls within the  high risk  range (>75%). |2025-01-17|2025-01-29|2025-02-18|2025-01-30|2025-01-16| This is line with previous dividend. | SB-PD dividend growth is zero. 
SB-PC| Safe Bulkers  Inc Cumulative Re |2.0|25.34|25.41|7.87||EQUITY|0.5|2025-01-17| Payout Ratio falls within the  high risk  range (>75%). |2025-01-17|2025-01-29|2025-02-18|2025-01-30|2025-01-16| This is line with previous dividend. | SB-PC dividend growth is zero. 
CDR-PC| Cedar Realty Trust  Inc. 6.50%  |1.63|15.0739|14.969|10.86||EQUITY|0.40625|2025-02-10| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | CDR-PC dividend growth is zero. 
CDR-PB| Cedar Realty Trust  Inc. 7.25%  |1.81|17.65|17.65|10.27||EQUITY|0.453125|2025-02-10| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | CDR-PB dividend growth is zero. 
FATBB| FAT Brands Inc. |0.56|3.02|2.85|19.65|0.0|EQUITY|0.14|2024-11-15| Payout Ratio falls within the  high risk  range (>75%). |2024-11-15|2024-11-28|2025-04-29|2024-11-29|2024-11-14| This is line with previous dividend. | FATBB dividend growth is zero. 
SOHOO| Sotherly Hotels Inc. - 7.875% S |1.97|17.13|16.725|11.77||EQUITY|0.492|2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |2025-02-28|2024-12-15|2025-05-07|2024-12-16|2025-02-27| This is line with previous dividend. | SOHOO dividend growth is zero. 
GSL-PB| Global Ship Lease  Inc. Deposit |2.19|26.1|26.1|8.38||EQUITY|0.546875|2025-03-25| Payout Ratio falls within the  high risk  range (>75%). |2025-03-25|2025-03-31|2025-05-16|2025-04-01|2025-03-24| This is line with previous dividend. | GSL-PB dividend growth is zero. 
DLNG-PB| Dynagas LNG Partners LP 8.75% S |2.79|25.6499|25.6101|10.9||EQUITY|0.677286|2025-02-14| Payout Ratio falls within the  high risk  range (>75%). |2025-02-14|2025-02-23|2025-06-25|2025-02-24|2025-02-13| This is line with previous dividend. | DLNG-PB dividend growth is zero. 
SOHON| Sotherly Hotels Inc. - 8.25% Se |2.06|17.24|17.6|11.72||EQUITY|0.516|2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |2025-02-28|2024-12-15|2025-05-07|2024-12-16|2025-02-27| This is line with previous dividend. | SOHON dividend growth is zero. 
SOHOB| Sotherly Hotels Inc. - 8.0% Ser |2.0|17.05|16.95|11.8||EQUITY|0.5|2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |2025-02-28|2024-12-15|2025-05-07|2024-12-16|2025-02-27| This is line with previous dividend. | SOHOB dividend growth is zero. 
TCBC| TC Bancshares  Inc. |0.1|15.11|15.12|0.66|166.67|EQUITY|0.05|2025-01-10| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | TCBC dividend growth is zero. 
BKSC| Bank of South Carolina Corp. |0.76|13.27|13.4|5.67|69.39|EQUITY|0.19|2024-12-31| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-04-08|2024-10-30|2025-04-07|2024-10-31|2025-04-07| This is line with previous dividend. | BKSC dividend growth is zero. 
CULL| Cullman Bancorp  Inc. |0.12|10.2|10.2|1.18|24.0|EQUITY|0.12|2025-02-03| Payout Ratio falls within the  low risk  range (<35%). |2025-02-03|2025-02-18|2025-05-12|2025-02-19|2025-02-02| This is line with previous dividend. | CULL dividend growth is zero. 
OFED| Oconee Federal Financial Corp. |0.4|0.0|12.5|3.2|95.24|EQUITY|0.1|2025-02-06| Payout Ratio falls within the  high risk  range (>75%). |2025-02-06|2024-11-20|2025-04-24|2024-11-21|2025-02-05| This is line with previous dividend. | OFED dividend growth is zero. 
UBOH| United Bancshares  Inc. |0.88|26.05|27.0|3.26|31.21|EQUITY|0.22|2025-02-28| Payout Ratio falls within the  low risk  range (<35%). |2025-02-28|2024-12-15|2025-04-16|2024-12-16|2025-02-27| This is line with previous dividend. | UBOH dividend growth is zero. 
CIZN| Citizens Holding Co. |0.5|7.99|8.04|6.22|218.18|EQUITY|0.02|2025-03-21| Payout Ratio falls within the  high risk  range (>75%). |2025-03-21|2024-12-30|2025-04-16|2024-12-31|2025-03-20| This is line with previous dividend. | CIZN dividend growth is zero. 
AATC| Autoscope Technologies Corporat |0.6|8.08|8.25|7.27|58.43|EQUITY|0.15|2025-02-18| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-02-18|2025-02-02|2025-03-17|2025-02-03|2025-02-17| This is line with previous dividend. |  AATC first paid dividend 5 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 15.38% 
MSVB| Mid-Southern Bancorp  Inc. |0.24|0.0|15.86|1.51|36.67|EQUITY|0.06|2025-02-07| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-02-07|2024-11-21|2025-04-21|2024-11-22|2025-02-06| This is line with previous dividend. |  MSVB first paid dividend 23 years ago but dividends are growing only for 5 years. Dividend Growth Rate for last 5 years is 24.57% 
FBIOP| Fortress Biotech  Inc. - 9.375% |2.34|6.32|6.41|36.56||EQUITY|0.195|2024-06-14| Payout Ratio falls within the  high risk  range (>75%). |2024-06-14|2024-06-29|2025-03-31|2024-06-30|2024-06-13| This is line with previous dividend. | FBIOP dividend growth is zero. 
OSBK| Oconee Financial Corp. |1.05|0.0|39.25|2.68|22.35|EQUITY|1.05|2025-03-14| Payout Ratio falls within the  low risk  range (<35%). |2025-03-14|2024-03-31|2025-05-05|2024-04-01|2025-03-13| This is line with previous dividend. |  OSBK first paid dividend 6 years ago but dividends are growing only for 5 years. Dividend Growth Rate for last 5 years is 10.07% 
WVVIP| Willamette Valley Vineyards  In |0.22|3.59|3.54|6.21||EQUITY|0.22|2024-12-06| Payout Ratio falls within the  high risk  range (>75%). |2024-12-06|2024-12-30|2025-05-12|2024-12-31|2024-12-05| This is line with previous dividend. | WVVIP dividend growth is zero. 
INFT| INFINITY BANCORP |0.28|0.0|10.4|2.69|0.0|EQUITY|0.07|2025-02-14| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | INFT dividend growth is zero. 
WVFC| WVS Financial Corp. |0.4|12.4|12.4|3.23|43.01|EQUITY|0.1|2025-02-10| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-02-10|2024-11-21|2025-04-23|2024-11-22|2025-02-09| This is line with previous dividend. | WVFC dividend growth is zero. 
CYCCP| Cyclacel Pharmaceuticals  Inc.  |0.6|5.44|5.44|7.06||EQUITY|0.15|2024-01-19| Payout Ratio falls within the  high risk  range (>75%). |2024-01-19|2024-01-31|2025-03-31|2024-02-01|2024-01-18| This is line with previous dividend. | CYCCP dividend growth is zero. 
