symbol,shortName,dividendRate,lastDividendValue,previousClose,currentPrice,dividendYield,payoutRatio,quoteType,message,DividendDate,DividendDate.1,ExDividendDate,ExDividendDate.1,EarningsDate,payoutdate,buy_date,hist,insight
FDS,FactSet Research Systems Inc.,1.04,1.04,454.64,457.01,0.91,29.55,EQUITY,,2025-03-19,2025-03-19,2025-02-28,2025-02-28,2025-06-19,2025-03-20,2025-02-27,This is in line with the previous dividend.,"FDS started paying dividends 27 years ago, and dividends have been growing for 25 years. Dividend Growth Rate for the last 5 years is 6.20%."
AER,AerCap Holdings N.V.,0.25,0.25,102.17,102.34,1.06,6.95,EQUITY,,2025-04-02,2025-04-02,2025-03-12,2025-03-12,2025-04-29,2025-04-03,2025-03-11,This is in line with the previous dividend.,AER has just started to pay dividends.
L,Loews Corporation,0.063,0.063,91.91,92.09,0.27,3.9,EQUITY,,2025-03-10,2025-03-10,2025-02-26,2025-02-26,2025-05-05,2025-03-11,2025-02-25,This is in line with the previous dividend.,"L started paying dividends 39 years ago, but there is no recorded dividend growth in the last 5 years."
MAA,Mid-America Apartment Communiti,1.515,1.515,167.58,167.48,3.62,130.96,EQUITY,,2025-04-29,2025-04-29,2025-04-15,2025-04-15,2025-04-29,2025-04-30,2025-04-14,Reflecting a 2.97% increase.,"MAA started paying dividends 32 years ago, and dividends have been growing for 31 years. Dividend Growth Rate for the last 5 years is 8.66%."
CG,The Carlyle Group Inc.,0.35,0.35,43.59,44.27,3.16,50.54,EQUITY,,2025-02-27,2025-02-27,2025-02-21,2025-02-21,2025-04-29,2025-02-28,2025-02-20,This is in line with the previous dividend.,"CG started paying dividends 14 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 6.96%."
DKS,Dick's Sporting Goods Inc,1.213,1.213,201.56,206.41,2.35,31.32,EQUITY,,2025-04-10,2025-04-10,2025-03-28,2025-03-28,2025-05-27,2025-04-11,2025-03-27,Reflecting a 9.32% increase.,"DKS started paying dividends 15 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 35.20%."
STX,Seagate Technology Holdings PLC,0.72,0.72,84.95,84.54,3.41,51.27,EQUITY,,2025-04-01,2025-04-01,2025-03-19,2025-03-19,2025-04-21,2025-04-02,2025-03-18,This is in line with the previous dividend.,"STX started paying dividends 22 years ago, and dividends have been growing for 14 years. Dividend Growth Rate for the last 5 years is 2.07%."
SSNC,"SS&C Technologies Holdings, Inc",0.25,0.25,83.53,83.0,1.2,32.67,EQUITY,,2025-03-16,2025-03-16,2025-03-03,2025-03-03,2025-04-23,2025-03-17,2025-03-02,This is in line with the previous dividend.,"SSNC started paying dividends 12 years ago, and dividends have been growing for 11 years. Dividend Growth Rate for the last 5 years is 14.87%."
ESS,"Essex Property Trust, Inc.",2.57,2.57,306.57,305.51,3.36,84.92,EQUITY,,2025-04-14,2025-04-14,2025-03-31,2025-03-31,2025-04-28,2025-04-15,2025-03-30,Reflecting a 4.67% increase.,"ESS started paying dividends 31 years ago, and dividends have been growing for 30 years. Dividend Growth Rate for the last 5 years is 4.34%."
SGSOY,SGS SA,0.361,0.361,9.99,9.98,3.64,106.09,EQUITY,,2024-05-09,2024-05-09,2025-04-03,2025-04-03,2025-02-10,2024-05-10,2025-04-02,This is in line with the previous dividend.,SGSOY has just started to pay dividends.
LH,Labcorp Holdings Inc.,0.72,0.72,232.74,232.65,1.24,32.58,EQUITY,,2025-03-11,2025-03-11,2025-02-27,2025-02-27,2025-04-29,2025-03-12,2025-02-26,This is in line with the previous dividend.,"LH started paying dividends 9 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 5.19%."
CTRA,Coterra Energy Inc.,0.22,0.22,28.9,29.07,3.03,56.0,EQUITY,,2025-03-26,2025-03-26,2025-03-13,2025-03-13,2025-04-30,2025-03-27,2025-03-12,Reflecting a 4.55% increase.,"CTRA started paying dividends 36 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 4.88%."
CFG,"Citizens Financial Group, Inc.",0.42,0.42,40.97,40.59,4.14,55.45,EQUITY,,2025-02-13,2025-02-13,2025-01-31,2025-01-31,2025-04-16,2025-02-14,2025-01-30,This is in line with the previous dividend.,"CFG started paying dividends 12 years ago, and dividends have been growing for 11 years. Dividend Growth Rate for the last 5 years is 1.49%."
IHG,Intercontinental Hotels Group,0.532,0.532,109.59,109.48,1.53,40.8,EQUITY,,2025-05-14,2025-05-14,2025-04-04,2025-04-04,2025-02-18,2025-05-15,2025-04-03,Reflecting a -95.49% cut.,IHG has just started to pay dividends.
INVH,Invitation Homes Inc.,0.29,0.29,34.85,34.55,3.36,152.7,EQUITY,,2025-04-16,2025-04-16,2025-03-27,2025-03-27,2025-04-28,2025-04-17,2025-03-26,This is in line with the previous dividend.,"INVH started paying dividends 9 years ago, and dividends have been growing for 8 years. Dividend Growth Rate for the last 5 years is 14.09%."
LDOS,"Leidos Holdings, Inc.",0.4,0.4,134.94,134.96,1.19,16.7,EQUITY,,2025-03-27,2025-03-27,2025-03-14,2025-03-14,2025-04-28,2025-03-28,2025-03-13,This is in line with the previous dividend.,"LDOS started paying dividends 14 years ago, and dividends have been growing for 9 years. Dividend Growth Rate for the last 5 years is 3.30%."
KSPI,Joint Stock Company Kaspi.kz - ,1.792,1.792,92.85,94.33,7.75,63.65,EQUITY,,2024-11-25,2024-11-25,2024-11-20,2024-11-20,2025-04-21,2024-11-26,2024-11-19,Reflecting a -6.86% cut.,KSPI has just started to pay dividends.
WSO,"Watsco, Inc.",2.7,2.7,508.3,511.65,2.35,79.32,EQUITY,,2025-01-30,2025-01-30,2025-01-17,2025-01-17,2025-04-22,2025-01-31,2025-01-16,This is in line with the previous dividend.,"WSO started paying dividends 34 years ago, and dividends have been growing for 12 years. Dividend Growth Rate for the last 5 years is 8.75%."
NRG,"NRG Energy, Inc.",0.44,0.44,95.46,98.53,1.79,32.67,EQUITY,,2025-02-17,2025-02-17,2025-02-03,2025-02-03,2025-05-05,2025-02-18,2025-02-02,Reflecting a 7.27% increase.,"NRG started paying dividends 14 years ago, and dividends have been growing for 9 years. Dividend Growth Rate for the last 5 years is 7.96%."
CMS,CMS Energy Corporation,0.543,0.543,75.11,75.14,2.89,61.86,EQUITY,,2025-02-27,2025-02-27,2025-02-14,2025-02-14,2025-04-23,2025-02-28,2025-02-13,Reflecting a 5.16% increase.,"CMS started paying dividends 34 years ago, and dividends have been growing for 18 years. Dividend Growth Rate for the last 5 years is 5.88%."
STE,STERIS plc (Ireland),0.57,0.57,226.65,225.72,1.01,35.05,EQUITY,,2025-03-20,2025-03-20,2025-02-20,2025-02-20,2025-05-06,2025-03-21,2025-02-19,This is in line with the previous dividend.,STE has just started to pay dividends.
CLX,Clorox Company (The),1.22,1.22,147.25,147.91,3.3,131.88,EQUITY,,2025-05-08,2025-05-08,2025-04-23,2025-04-23,2025-04-28,2025-05-09,2025-04-22,This is in line with the previous dividend.,"CLX started paying dividends 44 years ago, and dividends have been growing for 42 years. Dividend Growth Rate for the last 5 years is 2.85%."
LUV,Southwest Airlines Company,0.18,0.18,33.58,31.59,2.28,94.74,EQUITY,,2025-04-01,2025-04-01,2025-03-12,2025-03-12,2025-04-24,2025-04-02,2025-03-11,This is in line with the previous dividend.,"LUV started paying dividends 44 years ago, but there is no recorded dividend growth in the last 2 years."
PKG,Packaging Corporation of Americ,1.25,1.25,198.02,199.93,2.5,55.99,EQUITY,,2025-04-14,2025-04-14,2025-03-14,2025-03-14,2025-04-22,2025-04-15,2025-03-13,This is in line with the previous dividend.,"PKG started paying dividends 23 years ago, and dividends have been growing for 16 years. Dividend Growth Rate for the last 5 years is 9.61%."
NTRS,Northern Trust Corporation,0.75,0.75,98.65,97.95,3.06,30.71,EQUITY,,2025-03-31,2025-03-31,2025-03-14,2025-03-14,2025-04-22,2025-04-01,2025-03-13,This is in line with the previous dividend.,"NTRS started paying dividends 40 years ago, and dividends have been growing for 26 years. Dividend Growth Rate for the last 5 years is 1.39%."
MKC,"McCormick & Company, Incorporat",0.45,0.45,82.31,82.25,2.19,58.97,EQUITY,,2025-04-20,2025-04-20,2025-04-07,2025-04-07,2025-06-25,2025-04-21,2025-04-06,Reflecting a 6.67% increase.,MKC has just started to pay dividends.
TS,Tenaris S.A.,0.54,0.54,39.11,39.46,4.21,37.02,EQUITY,,2024-11-26,2024-11-26,2025-05-20,2025-05-20,2025-04-30,2024-11-27,2025-05-19,Reflecting a -48.15% cut.,TS has just started to pay dividends.
CNP,"CenterPoint Energy, Inc (Holdin",0.22,0.22,36.23,36.8,2.39,51.27,EQUITY,,2025-03-12,2025-03-12,2025-02-20,2025-02-20,2025-04-28,2025-03-13,2025-02-19,Reflecting a 4.55% increase.,"CNP started paying dividends 64 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 7.96%."
WY,Weyerhaeuser Company,0.21,0.21,29.28,29.14,2.88,148.15,EQUITY,,2025-03-20,2025-03-20,2025-03-07,2025-03-07,2025-04-24,2025-03-21,2025-03-06,Reflecting a 4.76% increase.,"WY started paying dividends 49 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 5.00%."
TU,Telus Corporation,0.287,0.287,14.34,14.37,7.76,232.33,EQUITY,,2025-03-31,2025-03-31,2025-03-11,2025-03-11,2025-05-07,2025-04-01,2025-03-10,Reflecting a 1.39% increase.,TU has just started to pay dividends.
ZBH,"Zimmer Biomet Holdings, Inc.",0.24,0.24,113.18,112.37,0.85,21.67,EQUITY,,2025-04-29,2025-04-29,2025-03-31,2025-03-31,2025-04-30,2025-04-30,2025-03-30,This is in line with the previous dividend.,"ZBH started paying dividends 14 years ago, and dividends have been growing for 13 years. Dividend Growth Rate for the last 5 years is 0.59%."
TSN,"Tyson Foods, Inc.",0.5,0.5,63.81,63.11,3.17,66.55,EQUITY,,2025-03-13,2025-03-13,2025-05-30,2025-05-30,2025-05-05,2025-03-14,2025-05-29,This is in line with the previous dividend.,"TSN started paying dividends 38 years ago, and dividends have been growing for 12 years. Dividend Growth Rate for the last 5 years is 3.55%."
UI,Ubiquiti Inc.,0.6,0.6,310.14,310.97,0.77,32.61,EQUITY,,2025-02-23,2025-02-23,2025-02-18,2025-02-18,2025-05-08,2025-02-24,2025-02-17,This is in line with the previous dividend.,"UI started paying dividends 10 years ago, and dividends have been growing for 7 years. Dividend Growth Rate for the last 5 years is 14.87%."
PUK,Prudential Public Limited Compa,0.326,0.326,21.5,21.57,2.14,25.06,EQUITY,,2025-05-13,2025-05-13,2025-03-28,2025-03-28,2025-03-19,2025-05-14,2025-03-27,Reflecting a 57.98% increase.,"PUK started paying dividends 26 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 137.96%."
TECK,Teck Resources Ltd,0.087,0.087,36.43,36.72,0.95,17.18,EQUITY,,2025-03-30,2025-03-30,2025-03-14,2025-03-14,2025-04-24,2025-03-31,2025-03-13,Reflecting a -1.15% cut.,TECK has just started to pay dividends.
ES,Eversource Energy (D/B/A),0.753,0.753,62.11,62.09,4.85,125.99,EQUITY,,2025-03-30,2025-03-30,2025-03-04,2025-03-04,2025-04-29,2025-03-31,2025-03-03,Reflecting a 5.05% increase.,"ES started paying dividends 42 years ago, and dividends have been growing for 26 years. Dividend Growth Rate for the last 5 years is 5.80%."
IFF,International Flavors & Fragran,0.4,0.4,77.61,77.43,2.07,168.42,EQUITY,,2025-04-10,2025-04-10,2025-03-21,2025-03-21,2025-05-05,2025-04-11,2025-03-20,This is in line with the previous dividend.,"IFF started paying dividends 52 years ago, but there is no recorded dividend growth in the last 1 years."
TER,"Teradyne, Inc.",0.12,0.12,82.6,82.61,0.58,14.46,EQUITY,,2025-03-13,2025-03-13,2025-02-14,2025-02-14,2025-04-22,2025-03-14,2025-02-13,This is in line with the previous dividend.,"TER started paying dividends 12 years ago, and dividends have been growing for 11 years. Dividend Growth Rate for the last 5 years is 3.71%."
RF,Regions Financial Corporation,0.25,0.25,21.73,21.57,4.64,50.78,EQUITY,,2025-03-31,2025-03-31,2025-03-03,2025-03-03,2025-04-17,2025-04-01,2025-03-02,This is in line with the previous dividend.,"RF started paying dividends 40 years ago, and dividends have been growing for 16 years. Dividend Growth Rate for the last 5 years is 10.03%."
PBA,Pembina Pipeline Corp.,0.508,0.508,40.03,40.5,4.76,91.25,EQUITY,,2025-03-30,2025-03-30,2025-03-17,2025-03-17,2025-05-07,2025-03-31,2025-03-16,Reflecting a 0.98% increase.,PBA has just started to pay dividends.
ATO,Atmos Energy Corporation,0.87,0.87,154.58,154.94,2.25,47.06,EQUITY,,2025-03-09,2025-03-09,2025-02-25,2025-02-25,2025-05-06,2025-03-10,2025-02-24,This is in line with the previous dividend.,"ATO started paying dividends 37 years ago, and dividends have been growing for 36 years. Dividend Growth Rate for the last 5 years is 8.64%."
ERIE,Erie Indemnity Company,1.365,1.365,419.05,411.0,1.33,45.21,EQUITY,,2025-04-21,2025-04-21,2025-04-07,2025-04-07,2025-04-23,2025-04-22,2025-04-06,Reflecting a 6.59% increase.,"ERIE started paying dividends 30 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 7.16%."
EME,"EMCOR Group, Inc.",0.25,0.25,369.63,375.5,0.27,4.32,EQUITY,,2025-01-30,2025-01-30,2025-01-16,2025-01-16,2025-04-23,2025-01-31,2025-01-15,This is in line with the previous dividend.,"EME started paying dividends 15 years ago, and dividends have been growing for 12 years. Dividend Growth Rate for the last 5 years is 25.59%."
BCE,"BCE, Inc.",0.695,0.695,22.96,22.78,12.14,2216.67,EQUITY,,2025-04-14,2025-04-14,2025-03-14,2025-03-14,2025-05-08,2025-04-15,2025-03-13,Reflecting a -5.61% cut.,BCE has just started to pay dividends.
SBAC,SBA Communications Corporation,1.11,1.11,220.01,220.42,2.01,56.48,EQUITY,,2025-03-26,2025-03-26,2025-03-13,2025-03-13,2025-04-28,2025-03-27,2025-03-12,Reflecting a 11.71% increase.,"SBAC started paying dividends 7 years ago, and dividends have been growing for 6 years. Dividend Growth Rate for the last 5 years is 19.01%."
VOD,Vodafone Group Plc,0.242,0.242,9.37,9.27,7.78,101.44,EQUITY,,2025-02-06,2025-02-06,2024-11-22,2024-11-22,2025-05-20,2025-02-07,2024-11-21,Reflecting a -93.80% cut.,VOD has just started to pay dividends.
LII,"Lennox International, Inc.",1.15,1.15,560.83,564.83,0.81,20.19,EQUITY,,2025-05-14,2025-05-14,2025-04-30,2025-04-30,2025-04-22,2025-05-15,2025-04-29,This is in line with the previous dividend.,LII has just started to pay dividends.
FOXA,Fox Corporation,0.27,0.27,56.6,55.82,0.97,11.37,EQUITY,,2025-03-25,2025-03-25,2025-03-05,2025-03-05,2025-05-06,2025-03-26,2025-03-04,This is in line with the previous dividend.,"FOXA started paying dividends 7 years ago, and dividends have been growing for 6 years. Dividend Growth Rate for the last 5 years is 3.26%."
BEKE,KE Holdings Inc,0.351,0.351,20.09,20.37,1.77,72.4,EQUITY,,2025-04-24,2025-04-24,2025-04-09,2025-04-09,2025-05-21,2025-04-25,2025-04-08,This is in line with the previous dividend.,BEKE has just started to pay dividends.
DRI,"Darden Restaurants, Inc.",1.4,1.4,207.76,209.54,2.67,62.05,EQUITY,,2025-04-30,2025-04-30,2025-04-10,2025-04-10,2025-06-18,2025-05-01,2025-04-09,This is in line with the previous dividend.,"DRI started paying dividends 31 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 36.08%."
WRB,W.R. Berkley Corporation,0.08,0.08,71.16,70.25,0.46,7.19,EQUITY,,2025-03-11,2025-03-11,2025-03-03,2025-03-03,2025-04-21,2025-03-12,2025-03-02,Reflecting a -625.00% cut.,WRB has just started to pay dividends.
CINF,Cincinnati Financial Corporatio,0.87,0.87,147.72,147.45,2.36,22.3,EQUITY,,2025-04-14,2025-04-14,2025-03-24,2025-03-24,2025-04-23,2025-04-15,2025-03-23,Reflecting a 6.90% increase.,"CINF started paying dividends 40 years ago, and dividends have been growing for 13 years. Dividend Growth Rate for the last 5 years is 7.71%."
ASX,"ASE Technology Holding Co., Ltd",0.322,0.322,8.76,8.99,3.52,71.43,EQUITY,,2024-08-04,2024-08-04,2024-07-02,2024-07-02,2025-04-23,2024-08-05,2024-07-01,This is in line with the previous dividend.,ASX has just started to pay dividends.
DVN,Devon Energy Corporation,0.24,0.24,37.4,37.57,2.56,31.8,EQUITY,,2025-03-30,2025-03-30,2025-03-14,2025-03-14,2025-05-06,2025-03-31,2025-03-13,Reflecting a 8.33% increase.,"DVN started paying dividends 33 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is -31.43%."
ROL,"Rollins, Inc.",0.165,0.165,54.03,54.36,1.21,64.06,EQUITY,,2025-03-09,2025-03-09,2025-02-25,2025-02-25,2025-04-22,2025-03-10,2025-02-24,This is in line with the previous dividend.,"ROL started paying dividends 39 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 18.17%."
PHM,"PulteGroup, Inc.",0.22,0.22,102.8,103.04,0.85,5.58,EQUITY,,2025-04-01,2025-04-01,2025-03-18,2025-03-18,2025-04-22,2025-04-02,2025-03-17,This is in line with the previous dividend.,"PHM started paying dividends 37 years ago, and dividends have been growing for 12 years. Dividend Growth Rate for the last 5 years is 12.89%."
STMEF,STMicroelectronics N.V.,0.09,0.09,0.0,22.78,1.58,19.88,EQUITY,,2018-03-26,2018-03-26,2025-06-23,2025-06-23,2025-04-23,2018-03-27,2025-06-22,This is in line with the previous dividend.,"STMEF started paying dividends 13 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 16.47%."
HUBB,Hubbell Inc,1.32,1.32,330.91,332.86,1.59,34.66,EQUITY,,2025-03-16,2025-03-16,2025-02-28,2025-02-28,2025-04-28,2025-03-17,2025-02-27,This is in line with the previous dividend.,"HUBB started paying dividends 42 years ago, and dividends have been growing for 31 years. Dividend Growth Rate for the last 5 years is 7.72%."
CCJ,Cameco Corporation,0.114,0.114,41.16,41.8,0.27,41.03,EQUITY,,2024-12-12,2024-12-12,2024-11-27,2024-11-27,2025-05-01,2024-12-13,2024-11-26,This is in line with the previous dividend.,CCJ has just started to pay dividends.
BAM,Brookfield Asset Management Inc,0.438,0.438,48.45,49.5,3.54,118.75,EQUITY,,2025-03-30,2025-03-30,2025-02-28,2025-02-28,2025-05-06,2025-03-31,2025-02-27,Reflecting a 13.24% increase.,"BAM started paying dividends 3 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 16.99%."
FE,FirstEnergy Corp.,0.425,0.425,40.42,40.4,4.41,99.12,EQUITY,,2025-05-31,2025-05-31,2025-05-07,2025-05-07,2025-04-23,2025-06-01,2025-05-06,This is in line with the previous dividend.,"FE started paying dividends 28 years ago, and dividends have been growing for 11 years. Dividend Growth Rate for the last 5 years is 1.73%."
EXE,Expand Energy Corporation,0.575,0.575,111.32,112.74,2.04,141.1,EQUITY,,2025-03-26,2025-03-26,2025-03-11,2025-03-11,2025-04-28,2025-03-27,2025-03-10,This is in line with the previous dividend.,"EXE started paying dividends 5 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is -19.58%."
NTR,Nutrien Ltd.,0.545,0.545,49.67,49.56,4.4,158.82,EQUITY,,2025-04-09,2025-04-09,2025-03-31,2025-03-31,2025-05-07,2025-04-10,2025-03-30,Reflecting a 0.92% increase.,"NTR started paying dividends 8 years ago, and dividends have been growing for 7 years. Dividend Growth Rate for the last 5 years is 3.91%."
CDW,CDW Corporation,0.625,0.625,160.26,162.08,1.54,31.18,EQUITY,,2025-03-10,2025-03-10,2025-02-25,2025-02-25,2025-04-29,2025-03-11,2025-02-24,This is in line with the previous dividend.,"CDW started paying dividends 13 years ago, and dividends have been growing for 12 years. Dividend Growth Rate for the last 5 years is 10.46%."
RYAAY,Ryanair Holdings plc,0.385354,0.385354,42.37,42.67,2.19,23.56,EQUITY,,2025-03-09,2025-03-09,2025-01-17,2025-01-17,2025-05-19,2025-03-10,2025-01-16,Reflecting a -0.21% cut.,RYAAY has just started to pay dividends.
TEF,Telefonica SA,0.163,0.163,4.66,4.7,6.77,111.21,EQUITY,,2025-01-09,2025-01-09,2024-12-18,2024-12-18,2025-05-14,2025-01-10,2024-12-17,This is in line with the previous dividend.,TEF has just started to pay dividends.
WSM,"Williams-Sonoma, Inc.",0.57,0.57,158.1,158.87,1.66,25.88,EQUITY,,2025-05-23,2025-05-23,2025-04-17,2025-04-17,2025-05-20,2025-05-24,2025-04-16,This is in line with the previous dividend.,"WSM started paying dividends 20 years ago, and dividends have been growing for 19 years. Dividend Growth Rate for the last 5 years is 18.89%."
FNV,Franco-Nevada Corporation,0.36,0.36,157.56,157.63,0.96,50.17,EQUITY,,2025-03-26,2025-03-26,2025-03-13,2025-03-13,2025-04-28,2025-03-27,2025-03-12,This is in line with the previous dividend.,FNV has just started to pay dividends.
LYB,LyondellBasell Industries NV,1.34,1.34,70.4,70.04,7.65,127.29,EQUITY,,2025-03-16,2025-03-16,2025-03-10,2025-03-10,2025-04-25,2025-03-17,2025-03-09,This is in line with the previous dividend.,"LYB started paying dividends 15 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is -40.59%."
HBAN,Huntington Bancshares Incorpora,0.155,0.155,15.01,14.95,4.15,50.82,EQUITY,,2025-03-31,2025-03-31,2025-03-18,2025-03-18,2025-04-17,2025-04-01,2025-03-17,This is in line with the previous dividend.,"HBAN started paying dividends 40 years ago, and dividends have been growing for 16 years. Dividend Growth Rate for the last 5 years is 0.66%."
NTAP,"NetApp, Inc.",0.52,0.52,87.84,89.49,2.32,38.15,EQUITY,,2025-04-22,2025-04-22,2025-04-04,2025-04-04,2025-05-29,2025-04-23,2025-04-03,This is in line with the previous dividend.,"NTAP started paying dividends 13 years ago, and dividends have been growing for 12 years. Dividend Growth Rate for the last 5 years is 1.61%."
PPL,PPL Corporation,0.273,0.273,36.11,36.06,3.02,85.83,EQUITY,,2025-03-31,2025-03-31,2025-03-10,2025-03-10,2025-04-29,2025-04-01,2025-03-09,Reflecting a 5.49% increase.,"PPL started paying dividends 41 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 6.66%."
AEE,Ameren Corporation,0.71,0.71,100.4,100.67,2.82,60.63,EQUITY,,2025-03-30,2025-03-30,2025-03-11,2025-03-11,2025-04-30,2025-03-31,2025-03-10,Reflecting a 5.63% increase.,"AEE started paying dividends 28 years ago, and dividends have been growing for 16 years. Dividend Growth Rate for the last 5 years is 7.48%."
ADM,Archer-Daniels-Midland Company,0.51,0.51,48.01,48.21,4.23,54.79,EQUITY,,2025-03-10,2025-03-10,2025-02-18,2025-02-18,2025-04-28,2025-03-11,2025-02-17,Reflecting a 1.96% increase.,"ADM started paying dividends 43 years ago, and dividends have been growing for 27 years. Dividend Growth Rate for the last 5 years is 7.21%."
TPG,TPG Inc.,0.53,0.53,47.43,47.72,3.65,1928.57,EQUITY,,2025-03-06,2025-03-06,2025-02-21,2025-02-21,2025-05-05,2025-03-07,2025-02-20,Reflecting a 28.30% increase.,"TPG started paying dividends 4 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 29.27%."
AWK,"American Water Works Company, I",0.765,0.765,147.52,147.0,2.08,55.71,EQUITY,,2025-03-03,2025-03-03,2025-02-07,2025-02-07,2025-04-30,2025-03-04,2025-02-06,This is in line with the previous dividend.,"AWK started paying dividends 18 years ago, and dividends have been growing for 17 years. Dividend Growth Rate for the last 5 years is 6.82%."
NOK,Nokia Corporation Sponsored,0.032,0.032,5.27,5.34,2.61,42.04,EQUITY,,2025-02-17,2025-02-17,2025-02-04,2025-02-04,2025-04-24,2025-02-18,2025-02-03,Reflecting a -3.13% cut.,NOK has just started to pay dividends.
HAL,Halliburton Company,0.17,0.17,25.37,25.55,2.66,24.03,EQUITY,,2025-03-25,2025-03-25,2025-03-05,2025-03-05,2025-04-22,2025-03-26,2025-03-04,This is in line with the previous dividend.,"HAL started paying dividends 54 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 30.45%."
WST,"West Pharmaceutical Services, I",0.21,0.21,223.88,220.16,0.38,12.11,EQUITY,,2025-05-06,2025-05-06,2025-04-30,2025-04-30,2025-04-23,2025-05-07,2025-04-29,This is in line with the previous dividend.,"WST started paying dividends 39 years ago, and dividends have been growing for 38 years. Dividend Growth Rate for the last 5 years is 5.59%."
VTR,"Ventas, Inc.",0.48,0.48,68.76,69.27,2.77,947.37,EQUITY,,2025-04-16,2025-04-16,2025-03-31,2025-03-31,2025-04-29,2025-04-17,2025-03-30,Reflecting a 6.25% increase.,"VTR started paying dividends 27 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 1.30%."
VLTO,Veralto Corp,0.11,0.11,97.45,97.62,0.45,11.38,EQUITY,,2025-04-29,2025-04-29,2025-03-31,2025-03-31,2025-04-21,2025-04-30,2025-03-30,This is in line with the previous dividend.,"VLTO started paying dividends 3 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 10.55%."
LPLA,LPL Financial Holdings Inc.,0.3,0.3,327.14,334.82,0.36,8.55,EQUITY,,2025-03-24,2025-03-24,2025-03-11,2025-03-11,2025-04-28,2025-03-25,2025-03-10,This is in line with the previous dividend.,"LPLA started paying dividends 14 years ago, and dividends have been growing for 13 years. Dividend Growth Rate for the last 5 years is 3.71%."
DTE,DTE Energy Company,1.09,1.09,138.27,137.92,3.16,61.3,EQUITY,,2025-04-14,2025-04-14,2025-03-17,2025-03-17,2025-04-23,2025-04-15,2025-03-16,This is in line with the previous dividend.,"DTE started paying dividends 64 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 4.23%."
TROW,"T. Rowe Price Group, Inc.",1.27,1.27,91.87,92.27,5.51,54.21,EQUITY,,2025-03-27,2025-03-27,2025-03-14,2025-03-14,2025-04-24,2025-03-28,2025-03-13,Reflecting a 2.36% increase.,"TROW started paying dividends 40 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 4.13%."
CHD,"Church & Dwight Company, Inc.",0.295,0.295,110.09,109.47,1.08,47.89,EQUITY,,2025-03-02,2025-03-02,2025-02-14,2025-02-14,2025-04-30,2025-03-03,2025-02-13,Reflecting a 3.73% increase.,"CHD started paying dividends 36 years ago, and dividends have been growing for 35 years. Dividend Growth Rate for the last 5 years is 4.21%."
SYF,Synchrony Financial,0.25,0.25,52.94,53.26,1.88,11.7,EQUITY,,2025-02-17,2025-02-17,2025-02-03,2025-02-03,2025-04-22,2025-02-18,2025-02-02,This is in line with the previous dividend.,"SYF started paying dividends 10 years ago, and dividends have been growing for 9 years. Dividend Growth Rate for the last 5 years is 2.59%."
DOV,Dover Corporation,0.515,0.515,175.68,176.47,1.17,20.32,EQUITY,,2025-03-13,2025-03-13,2025-02-28,2025-02-28,2025-04-23,2025-03-14,2025-02-27,This is in line with the previous dividend.,"DOV started paying dividends 44 years ago, and dividends have been growing for 43 years. Dividend Growth Rate for the last 5 years is 1.00%."
EL,"Estee Lauder Companies, Inc. (T",0.35,0.35,66.0,67.87,2.06,471.43,EQUITY,,2025-03-16,2025-03-16,2025-02-28,2025-02-28,2025-05-01,2025-03-17,2025-02-27,This is in line with the previous dividend.,"EL started paying dividends 30 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is -46.97%."
WPM,Wheaton Precious Metals Corp,0.165,0.165,77.465,76.83,0.86,53.22,EQUITY,,2025-04-10,2025-04-10,2025-04-01,2025-04-01,2025-05-08,2025-04-11,2025-03-31,Reflecting a 6.06% increase.,"WPM started paying dividends 15 years ago, and dividends have been growing for 8 years. Dividend Growth Rate for the last 5 years is 10.53%."
